Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22768	1	OK	0.6983304	-0.0875303	-0.7096688	-0.0322995	117.127	-74.056	-280.267	0.0485756	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22768	1	OK	0.5359980	0.4270615	-0.5375979	0.4912364	122.754	-99.310	-278.927	0.0588524	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22816	1	OK	0.6983975	-0.0875722	-0.7096052	-0.0321328	117.116	-74.106	-280.291	0.0483464	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22816	1	OK	0.5357692	0.4272756	-0.5376072	0.4912897	122.759	-99.299	-278.907	0.0594198	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22824	1	OK	0.6983571	-0.0876985	-0.7096221	-0.0322924	117.120	-74.099	-280.296	0.0468147	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22824	1	OK	0.5357048	0.4272555	-0.5375772	0.4914100	122.763	-99.319	-278.897	0.0612538	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22832	1	OK	0.6983035	-0.0878606	-0.7096481	-0.0324407	117.130	-74.104	-280.308	0.0468944	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22832	1	OK	0.5355921	0.4273260	-0.5375379	0.4915146	122.761	-99.328	-278.894	0.0637597	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22840	1	OK	0.6982640	-0.0878876	-0.7096811	-0.0324952	117.136	-74.103	-280.319	0.0473517	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22840	1	OK	0.5357682	0.4273004	-0.5374805	0.4914078	122.732	-99.332	-278.894	0.0625328	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22848	1	OK	0.6982984	-0.0879043	-0.7096457	-0.0324822	117.127	-74.113	-280.317	0.0478940	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22848	1	OK	0.5360631	0.4271072	-0.5375192	0.4912117	122.719	-99.333	-278.890	0.0585746	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22856	1	OK	0.6982707	-0.0879789	-0.7096609	-0.0325449	117.134	-74.114	-280.314	0.0479766	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22856	1	OK	0.5361875	0.4269986	-0.5375141	0.4911759	122.722	-99.342	-278.885	0.0563217	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22864	1	OK	0.6980975	-0.0881812	-0.7097944	-0.0328014	117.166	-74.106	-280.312	0.0495027	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22864	1	OK	0.5363320	0.4268780	-0.5374811	0.4911590	122.720	-99.357	-278.877	0.0547991	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22872	1	OK	0.6980915	-0.0882047	-0.7097958	-0.0328345	117.160	-74.105	-280.322	0.0492370	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22872	1	OK	0.5364633	0.4267539	-0.5375525	0.4910453	122.731	-99.344	-278.893	0.0514412	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22880	1	OK	0.6981343	-0.0882648	-0.7097443	-0.0328763	117.144	-74.102	-280.318	0.0493891	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22880	1	OK	0.5364796	0.4267071	-0.5376311	0.4909821	122.738	-99.328	-278.902	0.0506388	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22888	1	OK	0.6980941	-0.0883919	-0.7097631	-0.0329821	117.144	-74.104	-280.306	0.0496285	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22888	1	OK	0.5363783	0.4266639	-0.5376300	0.4911316	122.750	-99.342	-278.881	0.0523045	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22896	1	OK	0.6980375	-0.0883736	-0.7098187	-0.0330332	117.160	-74.092	-280.301	0.0506142	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22896	1	OK	0.5362626	0.4266540	-0.5376856	0.4912057	122.755	-99.344	-278.880	0.0554265	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22904	1	OK	0.6981014	-0.0881411	-0.7097928	-0.0328591	117.157	-74.081	-280.300	0.0491765	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22904	1	OK	0.5360509	0.4267815	-0.5377237	0.4912842	122.769	-99.325	-278.891	0.0577375	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22912	1	OK	0.6982288	-0.0880402	-0.7096863	-0.0327248	117.129	-74.084	-280.300	0.0492186	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22912	1	OK	0.5360740	0.4267416	-0.5377329	0.4912837	122.771	-99.331	-278.891	0.0572730	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22920	1	OK	0.6982601	-0.0881255	-0.7096400	-0.0328304	117.119	-74.082	-280.292	0.0502289	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22920	1	OK	0.5360451	0.4267259	-0.5377137	0.4913499	122.782	-99.344	-278.887	0.0571403	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22928	1	OK	0.6982540	-0.0881673	-0.7096385	-0.0328798	117.115	-74.080	-280.295	0.0500247	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22928	1	OK	0.5360981	0.4268390	-0.5376030	0.4913149	122.760	-99.350	-278.892	0.0574498	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	22936	1	OK	0.6982326	-0.0880760	-0.7096760	-0.0327687	117.120	-74.081	-280.289	0.0495064	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	22936	1	OK	0.5362389	0.4268339	-0.5375687	0.4912032	122.730	-99.349	-278.893	0.0576931	0
