Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65168	1	OK	0.7068904	-0.0981634	-0.6986270	-0.0508939	-118.416	97.511	-281.920	0.0173319	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65168	1	OK	0.5549009	0.4201762	-0.5479786	0.4639573	-113.839	72.517	-281.094	0.0154911	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65176	1	OK	0.7069299	-0.0981646	-0.6985880	-0.0508789	-118.419	97.509	-281.910	0.0171307	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65176	1	OK	0.5549072	0.4202585	-0.5478622	0.4640127	-113.847	72.513	-281.081	0.0146186	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65184	1	OK	0.7069846	-0.0982190	-0.6985247	-0.0508833	-118.435	97.504	-281.906	0.0178967	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65184	1	OK	0.5548656	0.4202365	-0.5479197	0.4640144	-113.836	72.517	-281.094	0.0142785	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65192	1	OK	0.7069661	-0.0982820	-0.6985307	-0.0509357	-118.434	97.500	-281.911	0.0184303	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65192	1	OK	0.5548508	0.4201682	-0.5480959	0.4638860	-113.822	72.535	-281.100	0.0156263	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65200	1	OK	0.7069832	-0.0981433	-0.6985357	-0.0508969	-118.436	97.517	-281.911	0.0191119	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65200	1	OK	0.5548540	0.4200963	-0.5481400	0.4638950	-113.822	72.530	-281.106	0.0158971	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65208	1	OK	0.7069963	-0.0980779	-0.6985367	-0.0508269	-118.441	97.523	-281.907	0.0186641	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65208	1	OK	0.5548871	0.4199891	-0.5482268	0.4638500	-113.818	72.529	-281.099	0.0181669	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65216	1	OK	0.7070016	-0.0980426	-0.6985375	-0.0508112	-118.433	97.523	-281.899	0.0190155	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65216	1	OK	0.5548628	0.4200414	-0.5481292	0.4639471	-113.811	72.520	-281.092	0.0173938	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65224	1	OK	0.7069778	-0.0980978	-0.6985564	-0.0507752	-118.431	97.511	-281.904	0.0195492	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65224	1	OK	0.5548159	0.4200094	-0.5481483	0.4640095	-113.806	72.515	-281.101	0.0181941	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65232	1	OK	0.7069847	-0.0982140	-0.6985293	-0.0508274	-118.432	97.505	-281.899	0.0197707	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65232	1	OK	0.5548341	0.4199345	-0.5482581	0.4639259	-113.797	72.520	-281.110	0.0182903	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	65240	1	OK	0.7069539	-0.0981225	-0.6985826	-0.0506997	-118.424	97.500	-281.903	0.0207968	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	65240	1	OK	0.5548417	0.4199521	-0.5482733	0.4638829	-113.802	72.522	-281.107	0.0182820	0
