Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104496	1	OK	0.1626498	-0.3474516	-0.7808394	0.4930642	18.790	-62.725	-221.584	0.0494155	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104496	1	OK	0.3387388	-0.1294687	-0.2076771	0.9084955	16.058	-63.325	-196.100	0.0400197	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104504	1	OK	0.1626423	-0.3474707	-0.7808459	0.4930429	18.796	-62.719	-221.579	0.0496217	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104504	1	OK	0.3387458	-0.1294512	-0.2076422	0.9085034	16.056	-63.329	-196.093	0.0397682	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104512	1	OK	0.1626765	-0.3474793	-0.7808415	0.4930325	18.796	-62.715	-221.564	0.0495970	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104512	1	OK	0.3387522	-0.1294596	-0.2076454	0.9084991	16.057	-63.330	-196.092	0.0401566	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104520	1	OK	0.1626707	-0.3474466	-0.7808457	0.4930508	18.790	-62.716	-221.566	0.0507642	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104520	1	OK	0.3387400	-0.1294254	-0.2076350	0.9085108	16.054	-63.325	-196.089	0.0396652	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104528	1	OK	0.1626579	-0.3474313	-0.7808422	0.4930714	18.788	-62.724	-221.564	0.0499641	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104528	1	OK	0.3387291	-0.1294100	-0.2076226	0.9085200	16.055	-63.319	-196.087	0.0389336	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104536	1	OK	0.1626411	-0.3474384	-0.7808409	0.4930739	18.795	-62.723	-221.569	0.0488335	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104536	1	OK	0.3386868	-0.1294287	-0.2076885	0.9085180	16.064	-63.313	-196.097	0.0370383	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104544	1	OK	0.1626585	-0.3474114	-0.7808533	0.4930675	18.792	-62.708	-221.565	0.0483577	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104544	1	OK	0.3386792	-0.1294650	-0.2076397	0.9085268	16.074	-63.321	-196.091	0.0370903	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104552	1	OK	0.1626712	-0.3473847	-0.7808604	0.4930710	18.785	-62.704	-221.571	0.0486352	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104552	1	OK	0.3386687	-0.1295054	-0.2076330	0.9085265	16.082	-63.328	-196.086	0.0378531	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104560	1	OK	0.1626586	-0.3473570	-0.7808726	0.4930753	18.780	-62.705	-221.565	0.0497467	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104560	1	OK	0.3387041	-0.1295017	-0.2075851	0.9085248	16.077	-63.331	-196.074	0.0389005	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104568	1	OK	0.1626559	-0.3473495	-0.7808760	0.4930761	18.776	-62.704	-221.569	0.0504941	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104568	1	OK	0.3386922	-0.1294701	-0.2076174	0.9085263	16.075	-63.316	-196.074	0.0376733	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104576	1	OK	0.1625987	-0.3473528	-0.7809197	0.4930234	18.786	-62.695	-221.574	0.0508159	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104576	1	OK	0.3386617	-0.1294751	-0.2076639	0.9085264	16.081	-63.309	-196.080	0.0373016	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104584	1	OK	0.1626232	-0.3473360	-0.7809052	0.4930502	18.779	-62.692	-221.576	0.0507314	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104584	1	OK	0.3386568	-0.1294901	-0.2076941	0.9085191	16.084	-63.305	-196.082	0.0372618	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104592	1	OK	0.1626319	-0.3473332	-0.7808920	0.4930702	18.776	-62.698	-221.592	0.0504069	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104592	1	OK	0.3386654	-0.1295033	-0.2076998	0.9085127	16.085	-63.305	-196.081	0.0376608	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104600	1	OK	0.1626276	-0.3473594	-0.7808883	0.4930590	18.784	-62.699	-221.597	0.0495435	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104600	1	OK	0.3386738	-0.1295352	-0.2077107	0.9085026	16.087	-63.310	-196.085	0.0384954	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104608	1	OK	0.1626329	-0.3473498	-0.7808806	0.4930762	18.781	-62.700	-221.594	0.0498995	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104608	1	OK	0.3386507	-0.1295635	-0.2077594	0.9084960	16.096	-63.312	-196.094	0.0374992	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104616	1	OK	0.1626587	-0.3473602	-0.7808846	0.4930541	18.783	-62.694	-221.592	0.0493038	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104616	1	OK	0.3386744	-0.1295689	-0.2077082	0.9084981	16.093	-63.317	-196.083	0.0388868	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104624	1	OK	0.1626662	-0.3473465	-0.7808826	0.4930644	18.782	-62.695	-221.599	0.0494749	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104624	1	OK	0.3386978	-0.1295281	-0.2076600	0.9085063	16.085	-63.315	-196.078	0.0389673	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104632	1	OK	0.1626381	-0.3473446	-0.7808704	0.4930943	18.781	-62.703	-221.606	0.0499958	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104632	1	OK	0.3387149	-0.1295205	-0.2076503	0.9085032	16.084	-63.314	-196.078	0.0394783	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	104640	1	OK	0.1626472	-0.3473503	-0.7808698	0.4930883	18.784	-62.696	-221.608	0.0500873	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	104640	1	OK	0.3387148	-0.1295150	-0.2076616	0.9085014	16.082	-63.313	-196.082	0.0390825	0
