Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66480	1	OK	0.6909042	0.0317508	-0.7198213	0.0591665	86.815	-169.274	-161.804	0.0379167	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66480	1	OK	0.4532671	0.5035469	-0.4957974	0.5432995	98.782	-190.623	-161.618	0.1472703	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66488	1	OK	0.6909218	0.0317357	-0.7198057	0.0591580	86.813	-169.276	-161.805	0.0372018	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66488	1	OK	0.4532947	0.5035094	-0.4958400	0.5432724	98.781	-190.622	-161.620	0.1476705	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66496	1	OK	0.6909352	0.0317721	-0.7197891	0.0591837	86.807	-169.279	-161.810	0.0363500	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66496	1	OK	0.4533178	0.5035315	-0.4958390	0.5432336	98.778	-190.622	-161.623	0.1470383	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66504	1	OK	0.6909335	0.0317821	-0.7197906	0.0591804	86.805	-169.280	-161.813	0.0354920	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66504	1	OK	0.4533978	0.5034093	-0.4958820	0.5432407	98.785	-190.624	-161.622	0.1474727	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66512	1	OK	0.6909449	0.0317899	-0.7197833	0.0591322	86.805	-169.273	-161.811	0.0356193	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66512	1	OK	0.4533498	0.5034122	-0.4958534	0.5433042	98.788	-190.628	-161.621	0.1475570	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66520	1	OK	0.6909568	0.0318129	-0.7197706	0.0591354	86.803	-169.274	-161.810	0.0352565	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66520	1	OK	0.4533525	0.5034391	-0.4958379	0.5432913	98.784	-190.630	-161.624	0.1471008	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66528	1	OK	0.6909439	0.0318386	-0.7197747	0.0592220	86.803	-169.276	-161.810	0.0361132	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66528	1	OK	0.4533145	0.5034854	-0.4958134	0.5433024	98.784	-190.629	-161.626	0.1465194	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66536	1	OK	0.6909441	0.0318786	-0.7197698	0.0592571	86.801	-169.276	-161.808	0.0367154	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66536	1	OK	0.4533453	0.5034202	-0.4958255	0.5433261	98.788	-190.631	-161.623	0.1469906	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66544	1	OK	0.6909654	0.0318719	-0.7197554	0.0591867	86.797	-169.276	-161.808	0.0352899	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66544	1	OK	0.4532955	0.5034348	-0.4958143	0.5433643	98.793	-190.629	-161.621	0.1466438	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	66552	1	OK	0.6909487	0.0318797	-0.7197688	0.0592145	86.800	-169.277	-161.808	0.0357124	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	66552	1	OK	0.4532973	0.5034027	-0.4958665	0.5433450	98.797	-190.625	-161.619	0.1470314	0
