Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82136	1	OK	0.6978836	0.0078485	-0.7153495	0.0342336	108.626	159.872	-164.934	0.0428618	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82136	1	OK	0.4697884	0.4911437	-0.5025955	0.5342982	119.773	136.799	-164.487	0.0567138	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82144	1	OK	0.6978837	0.0078888	-0.7153481	0.0342515	108.626	159.873	-164.935	0.0429657	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82144	1	OK	0.4698158	0.4911521	-0.5025927	0.5342690	119.776	136.800	-164.491	0.0559460	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82152	1	OK	0.6978691	0.0078578	-0.7153647	0.0342100	108.627	159.873	-164.936	0.0431945	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82152	1	OK	0.4698025	0.4911708	-0.5025888	0.5342671	119.774	136.800	-164.490	0.0561587	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82160	1	OK	0.6978315	0.0078552	-0.7154024	0.0341881	108.631	159.875	-164.935	0.0432530	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82160	1	OK	0.4698139	0.4910679	-0.5026530	0.5342913	119.781	136.798	-164.487	0.0572287	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82168	1	OK	0.6978256	0.0078743	-0.7154077	0.0341930	108.630	159.877	-164.936	0.0433270	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82168	1	OK	0.4697378	0.4910907	-0.5026724	0.5343190	119.785	136.802	-164.487	0.0575594	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82176	1	OK	0.6978457	0.0079121	-0.7153858	0.0342351	108.626	159.877	-164.933	0.0434149	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82176	1	OK	0.4696793	0.4911629	-0.5026389	0.5343356	119.784	136.803	-164.487	0.0571632	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82184	1	OK	0.6978507	0.0078618	-0.7153826	0.0342094	108.625	159.872	-164.933	0.0437369	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82184	1	OK	0.4696665	0.4912833	-0.5025487	0.5343209	119.775	136.802	-164.493	0.0556913	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82192	1	OK	0.6978556	0.0078539	-0.7153776	0.0342167	108.627	159.871	-164.936	0.0437653	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82192	1	OK	0.4696956	0.4912820	-0.5025544	0.5342912	119.780	136.804	-164.500	0.0546786	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82200	1	OK	0.6978539	0.0077692	-0.7153834	0.0341492	108.629	159.869	-164.936	0.0436905	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82200	1	OK	0.4696275	0.4913334	-0.5025241	0.5343324	119.783	136.803	-164.501	0.0544100	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82208	1	OK	0.6978727	0.0077859	-0.7153641	0.0341663	108.627	159.868	-164.938	0.0439418	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82208	1	OK	0.4695862	0.4913417	-0.5025639	0.5343236	119.786	136.808	-164.504	0.0552016	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82216	1	OK	0.6979015	0.0077650	-0.7153366	0.0341563	108.624	159.865	-164.942	0.0443815	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82216	1	OK	0.4695886	0.4913488	-0.5025804	0.5342994	119.787	136.812	-164.511	0.0550701	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82224	1	OK	0.6979099	0.0077053	-0.7153288	0.0341632	108.625	159.860	-164.940	0.0441718	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82224	1	OK	0.4695933	0.4913350	-0.5025990	0.5342904	119.787	136.812	-164.508	0.0554603	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82232	1	OK	0.6979044	0.0076568	-0.7153348	0.0341604	108.626	159.857	-164.936	0.0437611	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82232	1	OK	0.4696089	0.4912907	-0.5026242	0.5342937	119.792	136.810	-164.509	0.0557295	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82240	1	OK	0.6979083	0.0075761	-0.7153323	0.0341497	108.626	159.850	-164.935	0.0437702	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82240	1	OK	0.4696292	0.4913451	-0.5025908	0.5342573	119.789	136.814	-164.515	0.0551257	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82248	1	OK	0.6978974	0.0075722	-0.7153433	0.0341459	108.629	159.851	-164.933	0.0437372	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82248	1	OK	0.4696460	0.4913525	-0.5025963	0.5342306	119.790	136.815	-164.519	0.0544284	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82256	1	OK	0.6979054	0.0076133	-0.7153336	0.0341742	108.627	159.853	-164.935	0.0437736	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82256	1	OK	0.4696379	0.4913367	-0.5026066	0.5342425	119.790	136.813	-164.517	0.0542848	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82264	1	OK	0.6978832	0.0076274	-0.7153548	0.0341814	108.632	159.854	-164.936	0.0438132	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82264	1	OK	0.4696710	0.4912404	-0.5026577	0.5342539	119.794	136.811	-164.511	0.0547621	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82272	1	OK	0.6978665	0.0075868	-0.7153712	0.0341877	108.635	159.849	-164.937	0.0441381	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82272	1	OK	0.4696348	0.4912856	-0.5026049	0.5342939	119.787	136.805	-164.503	0.0544831	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82280	1	OK	0.6978144	0.0075992	-0.7154222	0.0341812	108.641	159.851	-164.936	0.0442568	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82280	1	OK	0.4696420	0.4912679	-0.5026430	0.5342680	119.789	136.809	-164.503	0.0546840	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82288	1	OK	0.6978260	0.0076504	-0.7154094	0.0342018	108.641	159.853	-164.939	0.0446488	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82288	1	OK	0.4696404	0.4912495	-0.5026360	0.5342928	119.792	136.806	-164.499	0.0543220	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82296	1	OK	0.6978277	0.0076750	-0.7154081	0.0341866	108.640	159.857	-164.941	0.0447713	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82296	1	OK	0.4696362	0.4912088	-0.5026163	0.5343525	119.790	136.798	-164.492	0.0548456	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82304	1	OK	0.6978080	0.0077482	-0.7154242	0.0342376	108.642	159.859	-164.944	0.0450355	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82304	1	OK	0.4696491	0.4911720	-0.5026319	0.5343604	119.794	136.797	-164.494	0.0551880	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82312	1	OK	0.6977865	0.0077796	-0.7154451	0.0342303	108.645	159.863	-164.946	0.0453015	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82312	1	OK	0.4696765	0.4911636	-0.5026389	0.5343373	119.794	136.799	-164.495	0.0546909	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82320	1	OK	0.6977832	0.0078211	-0.7154491	0.0342067	108.644	159.868	-164.947	0.0451833	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82320	1	OK	0.4695855	0.4912439	-0.5026130	0.5343680	119.792	136.800	-164.496	0.0546649	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82328	1	OK	0.6978093	0.0078246	-0.7154222	0.0342344	108.640	159.866	-164.950	0.0449287	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82328	1	OK	0.4696331	0.4912310	-0.5026107	0.5343401	119.787	136.801	-164.497	0.0549367	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82336	1	OK	0.6977911	0.0077573	-0.7154427	0.0341923	108.643	159.864	-164.948	0.0448083	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82336	1	OK	0.4696625	0.4912311	-0.5026002	0.5343240	119.785	136.802	-164.499	0.0551494	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82344	1	OK	0.6978099	0.0077612	-0.7154244	0.0341909	108.639	159.865	-164.949	0.0446868	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82344	1	OK	0.4696929	0.4912506	-0.5025861	0.5342926	119.785	136.804	-164.503	0.0548135	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82352	1	OK	0.6977979	0.0078185	-0.7154365	0.0341700	108.639	159.872	-164.947	0.0441355	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82352	1	OK	0.4697018	0.4912330	-0.5025953	0.5342924	119.786	136.807	-164.508	0.0554026	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	82360	1	OK	0.6978293	0.0078418	-0.7154045	0.0341952	108.634	159.872	-164.950	0.0441790	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	82360	1	OK	0.4697203	0.4912090	-0.5025754	0.5343169	119.785	136.801	-164.504	0.0553362	0
