Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95312	1	OK	0.6969234	-0.0113312	-0.7168369	0.0177250	-120.152	21.723	-163.627	0.0096122	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95312	1	OK	0.4847403	0.4810950	-0.5113454	0.5216323	-110.603	-1.722	-162.981	0.0167639	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95320	1	OK	0.6969288	-0.0113125	-0.7168322	0.0177184	-120.153	21.725	-163.630	0.0094421	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95320	1	OK	0.4847402	0.4810992	-0.5113545	0.5216196	-110.603	-1.720	-162.982	0.0169052	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95328	1	OK	0.6969232	-0.0113200	-0.7168367	0.0177483	-120.151	21.723	-163.636	0.0099531	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95328	1	OK	0.4847207	0.4811163	-0.5113528	0.5216237	-110.604	-1.718	-162.980	0.0169824	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95336	1	OK	0.6969226	-0.0113287	-0.7168369	0.0177616	-120.149	21.722	-163.639	0.0103171	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95336	1	OK	0.4847185	0.4811257	-0.5113345	0.5216350	-110.606	-1.717	-162.974	0.0170449	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95344	1	OK	0.6969076	-0.0113336	-0.7168510	0.0177759	-120.146	21.719	-163.638	0.0099834	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95344	1	OK	0.4847503	0.4811156	-0.5113466	0.5216029	-110.607	-1.716	-162.978	0.0169208	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95352	1	OK	0.6969030	-0.0113515	-0.7168557	0.0177522	-120.146	21.719	-163.639	0.0100693	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95352	1	OK	0.4847655	0.4811320	-0.5113567	0.5215637	-110.609	-1.713	-162.981	0.0172297	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95360	1	OK	0.6968830	-0.0113652	-0.7168754	0.0177354	-120.143	21.720	-163.636	0.0102947	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95360	1	OK	0.4847803	0.4811461	-0.5113552	0.5215385	-110.610	-1.709	-162.977	0.0177919	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95368	1	OK	0.6968891	-0.0113782	-0.7168698	0.0177150	-120.146	21.721	-163.637	0.0099779	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95368	1	OK	0.4847794	0.4811456	-0.5113500	0.5215448	-110.608	-1.710	-162.977	0.0179296	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95376	1	OK	0.6969049	-0.0113448	-0.7168546	0.0177287	-120.148	21.723	-163.634	0.0101223	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95376	1	OK	0.4848307	0.4811443	-0.5113650	0.5214836	-110.610	-1.708	-162.977	0.0182149	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	95384	1	OK	0.6969274	-0.0113234	-0.7168338	0.0177000	-120.151	21.727	-163.628	0.0100237	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	95384	1	OK	0.4848329	0.4811499	-0.5114169	0.5214255	-110.609	-1.702	-162.977	0.0182734	0
