Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55584	1	OK	0.6966008	-0.0032504	-0.7170410	0.0242678	7.134	-16.977	-163.226	0.0475923	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55584	1	OK	0.4768371	0.4868999	-0.5088324	0.5259701	17.410	-39.877	-163.242	0.0312421	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55592	1	OK	0.6966232	-0.0032620	-0.7170203	0.0242352	7.131	-16.977	-163.226	0.0477786	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55592	1	OK	0.4768448	0.4869037	-0.5087800	0.5260102	17.408	-39.885	-163.238	0.0303326	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55600	1	OK	0.6966019	-0.0032891	-0.7170390	0.0242913	7.135	-16.981	-163.219	0.0467944	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55600	1	OK	0.4768634	0.4868764	-0.5087731	0.5260253	17.409	-39.893	-163.233	0.0296630	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55608	1	OK	0.6965874	-0.0033326	-0.7170528	0.0242952	7.139	-16.986	-163.220	0.0464641	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55608	1	OK	0.4768542	0.4868836	-0.5087218	0.5260766	17.409	-39.899	-163.235	0.0294307	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55616	1	OK	0.6966312	-0.0033594	-0.7170125	0.0242210	7.136	-16.981	-163.224	0.0467127	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55616	1	OK	0.4768758	0.4868717	-0.5086831	0.5261054	17.407	-39.907	-163.233	0.0288119	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55624	1	OK	0.6966423	-0.0033694	-0.7170020	0.0242124	7.135	-16.982	-163.225	0.0469173	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55624	1	OK	0.4768779	0.4868493	-0.5086952	0.5261125	17.408	-39.910	-163.233	0.0287299	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55632	1	OK	0.6966636	-0.0034239	-0.7169823	0.0241764	7.132	-16.986	-163.225	0.0473578	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55632	1	OK	0.4768774	0.4868633	-0.5086604	0.5261338	17.405	-39.913	-163.233	0.0284831	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55640	1	OK	0.6966653	-0.0034282	-0.7169804	0.0241836	7.131	-16.988	-163.227	0.0478650	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55640	1	OK	0.4768981	0.4868460	-0.5086560	0.5261353	17.404	-39.916	-163.232	0.0281378	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55648	1	OK	0.6966653	-0.0034327	-0.7169799	0.0241976	7.130	-16.991	-163.224	0.0480632	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55648	1	OK	0.4769075	0.4868073	-0.5087141	0.5261063	17.410	-39.913	-163.231	0.0282358	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	55656	1	OK	0.6966439	-0.0034428	-0.7169992	0.0242395	7.132	-16.995	-163.223	0.0468187	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	55656	1	OK	0.4769537	0.4867649	-0.5087621	0.5260573	17.412	-39.912	-163.229	0.0283014	0
