Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44144	1	OK	0.6981538	-0.0348967	-0.7150762	-0.0054319	4.998	146.051	-164.667	0.0455283	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44144	1	OK	0.5026510	0.4607312	-0.5291820	0.5050100	13.174	121.652	-164.584	0.0648613	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44152	1	OK	0.6981440	-0.0348986	-0.7150856	-0.0054404	4.999	146.052	-164.668	0.0449747	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44152	1	OK	0.5026399	0.4607280	-0.5291574	0.5050498	13.174	121.649	-164.583	0.0647327	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44160	1	OK	0.6981581	-0.0349054	-0.7150714	-0.0054548	4.997	146.052	-164.670	0.0447408	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44160	1	OK	0.5026264	0.4607413	-0.5291392	0.5050702	13.175	121.648	-164.585	0.0646923	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44168	1	OK	0.6981652	-0.0348790	-0.7150659	-0.0054413	4.997	146.054	-164.669	0.0447745	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44168	1	OK	0.5025958	0.4607689	-0.5291100	0.5051060	13.173	121.647	-164.584	0.0648057	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44176	1	OK	0.6981570	-0.0348445	-0.7150756	-0.0054347	4.999	146.057	-164.672	0.0451483	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44176	1	OK	0.5025757	0.4607592	-0.5291132	0.5051315	13.179	121.646	-164.586	0.0650217	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44184	1	OK	0.6981469	-0.0348215	-0.7150867	-0.0054271	5.001	146.061	-164.673	0.0451134	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44184	1	OK	0.5025630	0.4607688	-0.5291096	0.5051391	13.179	121.649	-164.588	0.0651446	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44192	1	OK	0.6981295	-0.0348089	-0.7151042	-0.0054308	5.004	146.062	-164.675	0.0449091	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44192	1	OK	0.5025828	0.4607622	-0.5290916	0.5051442	13.177	121.646	-164.585	0.0656489	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44200	1	OK	0.6981230	-0.0348338	-0.7151090	-0.0054772	5.005	146.064	-164.681	0.0450315	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44200	1	OK	0.5025858	0.4607589	-0.5291065	0.5051288	13.177	121.648	-164.584	0.0658951	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44208	1	OK	0.6981188	-0.0348760	-0.7151109	-0.0054913	5.006	146.061	-164.682	0.0448774	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44208	1	OK	0.5026021	0.4607542	-0.5290888	0.5051354	13.174	121.643	-164.581	0.0662281	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44216	1	OK	0.6981255	-0.0348802	-0.7151041	-0.0055073	5.005	146.061	-164.679	0.0450773	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44216	1	OK	0.5025753	0.4607658	-0.5290886	0.5051517	13.175	121.643	-164.581	0.0662680	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44224	1	OK	0.6981026	-0.0348969	-0.7151259	-0.0054669	5.007	146.056	-164.678	0.0453473	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44224	1	OK	0.5025777	0.4607641	-0.5290811	0.5051587	13.175	121.642	-164.576	0.0662346	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	44232	1	OK	0.6981229	-0.0348803	-0.7151070	-0.0054667	5.004	146.058	-164.677	0.0456891	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	44232	1	OK	0.5025741	0.4607710	-0.5290971	0.5051391	13.175	121.646	-164.578	0.0661763	0
