Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21656	1	OK	0.0106720	-0.7006624	0.0097609	-0.7133463	-10.716	-2.692	-253.586	0.1026182	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21656	1	OK	0.5062596	-0.5130797	-0.4881367	-0.4921107	-20.688	21.140	-254.304	0.0774687	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21800	1	OK	0.0106025	-0.7006057	0.0098135	-0.7134024	-10.701	-2.699	-253.581	0.1014451	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21800	1	OK	0.5062393	-0.5130006	-0.4881413	-0.4922095	-20.679	21.151	-254.297	0.0784865	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21808	1	OK	0.0105978	-0.7006003	0.0098205	-0.7134076	-10.699	-2.697	-253.587	0.1001637	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21808	1	OK	0.5062639	-0.5129464	-0.4881517	-0.4922303	-20.676	21.158	-254.294	0.0790142	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21816	1	OK	0.0106212	-0.7006018	0.0097847	-0.7134063	-10.699	-2.697	-253.587	0.0999608	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21816	1	OK	0.5062373	-0.5129926	-0.4881328	-0.4922283	-20.680	21.153	-254.292	0.0786139	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21824	1	OK	0.0106572	-0.7005845	0.0097841	-0.7134228	-10.695	-2.693	-253.591	0.1003854	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21824	1	OK	0.5062819	-0.5129439	-0.4881642	-0.4922021	-20.681	21.157	-254.293	0.0796874	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21832	1	OK	0.0106717	-0.7005517	0.0097671	-0.7134550	-10.687	-2.693	-253.594	0.1007997	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21832	1	OK	0.5062956	-0.5129366	-0.4881027	-0.4922566	-20.679	21.165	-254.296	0.0785608	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21840	1	OK	0.0106964	-0.7005586	0.0097912	-0.7134475	-10.688	-2.685	-253.597	0.1004011	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21840	1	OK	0.5062898	-0.5129805	-0.4880627	-0.4922564	-20.684	21.163	-254.296	0.0774891	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21848	1	OK	0.0106978	-0.7005797	0.0097867	-0.7134269	-10.692	-2.683	-253.605	0.1007288	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21848	1	OK	0.5063113	-0.5129563	-0.4881304	-0.4921924	-20.684	21.163	-254.297	0.0783469	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21856	1	OK	0.0107002	-0.7005995	0.0097413	-0.7134080	-10.699	-2.691	-253.599	0.1009912	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21856	1	OK	0.5063195	-0.5129828	-0.4881171	-0.4921696	-20.687	21.163	-254.305	0.0777283	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21864	1	OK	0.0107042	-0.7005964	0.0096867	-0.7134117	-10.699	-2.697	-253.604	0.1011742	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21864	1	OK	0.5063052	-0.5129762	-0.4881180	-0.4921903	-20.684	21.162	-254.301	0.0782912	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	21872	1	OK	0.0107155	-0.7005902	0.0096828	-0.7134176	-10.699	-2.698	-253.609	0.1016543	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	21872	1	OK	0.5062954	-0.5129790	-0.4881442	-0.4921714	-20.682	21.158	-254.305	0.0778584	0
