Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248432	1	OK	0.0729786	-0.9186766	-0.1129918	-0.3714032	-9.521	-284.406	-161.038	0.2071121	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248440	1	OK	0.0730690	-0.9186622	-0.1129851	-0.3714231	-9.522	-284.400	-161.041	0.2077195	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248448	1	OK	0.0732860	-0.9186115	-0.1130430	-0.3714879	-9.519	-284.399	-161.045	0.2090961	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248456	1	OK	0.0732906	-0.9186221	-0.1130103	-0.3714708	-9.523	-284.403	-161.055	0.2096959	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248464	1	OK	0.0731522	-0.9186637	-0.1129677	-0.3714081	-9.528	-284.409	-161.050	0.2095424	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248472	1	OK	0.0730463	-0.9186932	-0.1129347	-0.3713662	-9.531	-284.406	-161.045	0.2089190	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248480	1	OK	0.0731426	-0.9186704	-0.1129407	-0.3714018	-9.528	-284.404	-161.048	0.2100742	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248488	1	OK	0.0731702	-0.9186631	-0.1129445	-0.3714131	-9.529	-284.405	-161.051	0.2102722	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248496	1	OK	0.0734167	-0.9186013	-0.1129612	-0.3715124	-9.523	-284.397	-161.062	0.2115374	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248504	1	OK	0.0734716	-0.9185832	-0.1129613	-0.3715461	-9.520	-284.395	-161.062	0.2123540	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248512	1	OK	0.0733941	-0.9186079	-0.1129414	-0.3715066	-9.522	-284.397	-161.064	0.2114042	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248520	1	OK	0.0731936	-0.9186481	-0.1129480	-0.3714447	-9.523	-284.402	-161.051	0.2097258	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248528	1	OK	0.0729859	-0.9186910	-0.1129281	-0.3713855	-9.524	-284.409	-161.039	0.2090413	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248536	1	OK	0.0731968	-0.9186351	-0.1129887	-0.3714637	-9.519	-284.401	-161.041	0.2098827	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248544	1	OK	0.0734550	-0.9185681	-0.1130207	-0.3715689	-9.512	-284.391	-161.052	0.2118065	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248552	1	OK	0.0735737	-0.9185354	-0.1130687	-0.3716116	-9.509	-284.390	-161.060	0.2114259	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248560	1	OK	0.0734047	-0.9185651	-0.1131000	-0.3715619	-9.508	-284.401	-161.049	0.2098143	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248568	1	OK	0.0733540	-0.9185679	-0.1131084	-0.3715626	-9.504	-284.405	-161.042	0.2094301	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248576	1	OK	0.0731002	-0.9186221	-0.1131073	-0.3714788	-9.507	-284.418	-161.027	0.2088518	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248584	1	OK	0.0728404	-0.9186858	-0.1130731	-0.3713826	-9.513	-284.422	-161.017	0.2068305	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248592	1	OK	0.0727375	-0.9187019	-0.1130881	-0.3713585	-9.511	-284.425	-161.000	0.2061484	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248600	1	OK	0.0727630	-0.9186972	-0.1130725	-0.3713699	-9.513	-284.424	-161.002	0.2069068	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	248608	1	OK	0.0727534	-0.9186935	-0.1130731	-0.3713809	-9.510	-284.424	-161.002	0.2065545	0
