Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10528	1	OK	0.5447355	-0.4568737	-0.5253516	-0.4674776	-106.058	-78.206	-254.348	0.2815005	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10528	1	OK	0.7010624	0.0518305	-0.7071280	0.0761257	-128.349	-92.550	-254.290	0.0698842	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10536	1	OK	0.5447188	-0.4568573	-0.5253405	-0.4675255	-106.054	-78.204	-254.346	0.2821788	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10536	1	OK	0.7010746	0.0519138	-0.7071008	0.0762088	-128.356	-92.550	-254.291	0.0710815	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10544	1	OK	0.5447245	-0.4568418	-0.5253343	-0.4675410	-106.063	-78.204	-254.349	0.2835768	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10544	1	OK	0.7010919	0.0519375	-0.7070852	0.0761783	-128.363	-92.544	-254.286	0.0715296	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10552	1	OK	0.5447126	-0.4568300	-0.5253395	-0.4675607	-106.053	-78.202	-254.351	0.2841620	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10552	1	OK	0.7011131	0.0519219	-0.7070649	0.0761830	-128.361	-92.546	-254.286	0.0713050	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10560	1	OK	0.5446801	-0.4568452	-0.5252624	-0.4676702	-106.057	-78.198	-254.357	0.2857018	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10560	1	OK	0.7011251	0.0519244	-0.7070496	0.0762118	-128.369	-92.549	-254.288	0.0716455	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10568	1	OK	0.5446782	-0.4568323	-0.5252214	-0.4677312	-106.054	-78.185	-254.352	0.2866196	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10568	1	OK	0.7011336	0.0519808	-0.7070328	0.0762517	-128.377	-92.546	-254.295	0.0719621	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10576	1	OK	0.5446482	-0.4568370	-0.5252416	-0.4677388	-106.048	-78.184	-254.349	0.2868007	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10576	1	OK	0.7011665	0.0519056	-0.7070142	0.0761724	-128.385	-92.548	-254.291	0.0710822	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10584	1	OK	0.5446472	-0.4568028	-0.5253269	-0.4676775	-106.047	-78.185	-254.352	0.2861104	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10584	1	OK	0.7011850	0.0518496	-0.7070038	0.0761371	-128.388	-92.557	-254.299	0.0703787	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10592	1	OK	0.5446372	-0.4567944	-0.5253241	-0.4677006	-106.044	-78.184	-254.351	0.2857406	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10592	1	OK	0.7011617	0.0518708	-0.7070230	0.0761583	-128.381	-92.554	-254.297	0.0706686	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10600	1	OK	0.5446417	-0.4568025	-0.5253220	-0.4676897	-106.054	-78.188	-254.357	0.2864095	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10600	1	OK	0.7011724	0.0519105	-0.7070013	0.0762345	-128.381	-92.556	-254.295	0.0710664	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10608	1	OK	0.5446413	-0.4568152	-0.5253284	-0.4676707	-106.053	-78.190	-254.362	0.2864060	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10608	1	OK	0.7011713	0.0518938	-0.7070060	0.0762127	-128.384	-92.555	-254.303	0.0712732	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	10616	1	OK	0.5446390	-0.4568228	-0.5253160	-0.4676798	-106.064	-78.193	-254.362	0.2871344	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	10616	1	OK	0.7011659	0.0518410	-0.7070211	0.0761586	-128.383	-92.553	-254.309	0.0709063	0
