Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9768	1	OK	0.0484765	0.0336248	0.0113784	0.9981933	-73.205	-1.549	-209.192	0.0661697	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9768	1	OK	0.0049130	0.0885573	0.7105726	0.6980115	-70.932	21.816	-219.260	0.0453296	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9776	1	OK	0.0484866	0.0336344	0.0113743	0.9981926	-73.206	-1.546	-209.192	0.0657732	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9776	1	OK	0.0048937	0.0885546	0.7105850	0.6979994	-70.936	21.816	-219.265	0.0452140	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9784	1	OK	0.0484791	0.0336286	0.0113648	0.9981932	-73.203	-1.547	-209.184	0.0654866	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9784	1	OK	0.0048763	0.0885356	0.7105870	0.6979999	-70.937	21.817	-219.266	0.0449806	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9792	1	OK	0.0484640	0.0336374	0.0113248	0.9981941	-73.204	-1.545	-209.195	0.0664662	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9792	1	OK	0.0048589	0.0885306	0.7105973	0.6979901	-70.937	21.815	-219.263	0.0444841	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9800	1	OK	0.0484704	0.0336316	0.0113566	0.9981937	-73.206	-1.546	-209.198	0.0668136	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9800	1	OK	0.0048518	0.0885390	0.7106103	0.6979759	-70.938	21.816	-219.267	0.0441909	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9808	1	OK	0.0484690	0.0336278	0.0113592	0.9981938	-73.207	-1.546	-209.202	0.0664423	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9808	1	OK	0.0048453	0.0885404	0.7106273	0.6979585	-70.940	21.813	-219.268	0.0441610	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9816	1	OK	0.0484807	0.0336460	0.0113713	0.9981925	-73.211	-1.548	-209.207	0.0663848	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9816	1	OK	0.0048087	0.0885420	0.7106472	0.6979383	-70.941	21.813	-219.268	0.0435123	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9824	1	OK	0.0484917	0.0336315	0.0113681	0.9981925	-73.206	-1.549	-209.204	0.0670193	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9824	1	OK	0.0048151	0.0885426	0.7106492	0.6979361	-70.943	21.813	-219.266	0.0438295	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9832	1	OK	0.0484933	0.0336325	0.0113589	0.9981925	-73.201	-1.548	-209.200	0.0665509	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9832	1	OK	0.0048112	0.0885331	0.7106560	0.6979303	-70.944	21.810	-219.266	0.0437475	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9840	1	OK	0.0484977	0.0336367	0.0113613	0.9981921	-73.206	-1.547	-209.206	0.0662626	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9840	1	OK	0.0048120	0.0885367	0.7106382	0.6979480	-70.944	21.813	-219.261	0.0437326	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9848	1	OK	0.0484965	0.0336474	0.0113865	0.9981915	-73.211	-1.548	-209.217	0.0659810	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9848	1	OK	0.0047753	0.0885579	0.7106608	0.6979225	-70.949	21.810	-219.264	0.0431489	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9856	1	OK	0.0484924	0.0336490	0.0113898	0.9981916	-73.213	-1.551	-209.220	0.0667877	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9856	1	OK	0.0047828	0.0885525	0.7106553	0.6979288	-70.947	21.811	-219.262	0.0433080	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9864	1	OK	0.0484984	0.0336587	0.0114079	0.9981908	-73.217	-1.552	-209.222	0.0664776	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9864	1	OK	0.0047756	0.0885600	0.7106748	0.6979080	-70.947	21.810	-219.263	0.0434438	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9872	1	OK	0.0485017	0.0336577	0.0114281	0.9981904	-73.218	-1.551	-209.219	0.0663040	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9872	1	OK	0.0047699	0.0885641	0.7106759	0.6979064	-70.949	21.808	-219.268	0.0432970	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9880	1	OK	0.0485026	0.0336584	0.0113991	0.9981907	-73.221	-1.553	-209.221	0.0664478	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9880	1	OK	0.0047817	0.0885584	0.7106649	0.6979183	-70.946	21.809	-219.265	0.0431763	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9888	1	OK	0.0485042	0.0336639	0.0113912	0.9981905	-73.217	-1.552	-209.220	0.0658572	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9888	1	OK	0.0047840	0.0885529	0.7106441	0.6979401	-70.946	21.813	-219.262	0.0432244	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9896	1	OK	0.0484908	0.0336506	0.0114030	0.9981915	-73.216	-1.552	-209.220	0.0652272	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9896	1	OK	0.0047633	0.0885581	0.7106411	0.6979427	-70.948	21.813	-219.269	0.0427801	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	9904	1	OK	0.0484962	0.0336500	0.0114304	0.9981909	-73.216	-1.551	-209.213	0.0645287	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	9904	1	OK	0.0047560	0.0885621	0.7106429	0.6979404	-70.947	21.813	-219.268	0.0426069	0
