Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5296	1	OK	0.8680561	-0.0123047	0.0122583	0.4961621	58.505	66.858	-205.404	0.0509189	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5296	1	OK	0.6223361	0.6142078	0.3351295	0.3509055	77.980	53.312	-214.502	0.0481464	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5304	1	OK	0.8680540	-0.0122934	0.0122610	0.4961661	58.505	66.859	-205.401	0.0502977	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5304	1	OK	0.6223117	0.6142245	0.3351461	0.3509038	77.981	53.314	-214.496	0.0477313	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5312	1	OK	0.8680595	-0.0122696	0.0122598	0.4961570	58.504	66.860	-205.395	0.0501126	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5312	1	OK	0.6223196	0.6142304	0.3351226	0.3509019	77.980	53.317	-214.496	0.0473625	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5320	1	OK	0.8680526	-0.0122660	0.0122570	0.4961693	58.503	66.860	-205.394	0.0497806	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5320	1	OK	0.6222728	0.6142499	0.3351668	0.3509084	77.981	53.318	-214.489	0.0487446	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5328	1	OK	0.8680562	-0.0122669	0.0122611	0.4961629	58.502	66.862	-205.390	0.0496165	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5328	1	OK	0.6222921	0.6142436	0.3351170	0.3509330	77.985	53.320	-214.496	0.0478437	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5336	1	OK	0.8680516	-0.0122811	0.0122638	0.4961705	58.499	66.861	-205.387	0.0493155	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5336	1	OK	0.6222902	0.6142485	0.3350972	0.3509467	77.990	53.322	-214.510	0.0471927	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5344	1	OK	0.8680495	-0.0122849	0.0122745	0.4961739	58.497	66.862	-205.381	0.0495181	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5344	1	OK	0.6223093	0.6142347	0.3350803	0.3509531	77.989	53.322	-214.506	0.0464184	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5352	1	OK	0.8680475	-0.0123140	0.0122621	0.4961769	58.498	66.862	-205.379	0.0495094	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5352	1	OK	0.6223273	0.6142234	0.3350796	0.3509417	77.989	53.322	-214.500	0.0466094	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5360	1	OK	0.8680542	-0.0123414	0.0122558	0.4961646	58.503	66.860	-205.383	0.0492437	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5360	1	OK	0.6223089	0.6142313	0.3351040	0.3509372	77.986	53.320	-214.500	0.0467475	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5368	1	OK	0.8680500	-0.0123326	0.0122652	0.4961720	58.503	66.861	-205.385	0.0495078	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5368	1	OK	0.6223302	0.6142236	0.3350644	0.3509506	77.988	53.322	-214.508	0.0461894	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5376	1	OK	0.8680531	-0.0123461	0.0122696	0.4961662	58.501	66.858	-205.383	0.0497471	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5376	1	OK	0.6223760	0.6141928	0.3350478	0.3509391	77.986	53.319	-214.509	0.0458538	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5384	1	OK	0.8680537	-0.0123589	0.0122660	0.4961649	58.499	66.859	-205.377	0.0497201	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5384	1	OK	0.6224135	0.6141756	0.3349835	0.3509641	77.988	53.323	-214.520	0.0447651	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5392	1	OK	0.8680546	-0.0123720	0.0122642	0.4961630	58.498	66.858	-205.376	0.0500708	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5392	1	OK	0.6224108	0.6141697	0.3349956	0.3509677	77.986	53.320	-214.523	0.0446516	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5400	1	OK	0.8680604	-0.0123918	0.0122672	0.4961523	58.499	66.856	-205.374	0.0496770	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5400	1	OK	0.6224696	0.6141446	0.3349449	0.3509558	77.986	53.320	-214.518	0.0432692	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5408	1	OK	0.8680568	-0.0124070	0.0122674	0.4961582	58.498	66.853	-205.372	0.0495191	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5408	1	OK	0.6224261	0.6141707	0.3349950	0.3509393	77.982	53.323	-214.507	0.0440805	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5416	1	OK	0.8680538	-0.0123877	0.0122623	0.4961641	58.501	66.855	-205.372	0.0497207	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5416	1	OK	0.6223812	0.6142038	0.3350243	0.3509330	77.976	53.325	-214.498	0.0452092	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5424	1	OK	0.8680583	-0.0123983	0.0122627	0.4961560	58.502	66.853	-205.375	0.0493021	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5424	1	OK	0.6223904	0.6142082	0.3350203	0.3509129	77.976	53.324	-214.492	0.0456895	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5432	1	OK	0.8680567	-0.0123880	0.0122675	0.4961588	58.501	66.853	-205.377	0.0493120	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5432	1	OK	0.6223211	0.6142505	0.3350507	0.3509328	77.978	53.329	-214.495	0.0464645	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5440	1	OK	0.8680540	-0.0123814	0.0122701	0.4961636	58.500	66.855	-205.379	0.0491074	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5440	1	OK	0.6222471	0.6142961	0.3351055	0.3509319	77.980	53.330	-214.490	0.0474063	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5448	1	OK	0.8680520	-0.0123548	0.0122570	0.4961682	58.499	66.857	-205.373	0.0487273	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5448	1	OK	0.6222707	0.6142723	0.3351036	0.3509334	77.981	53.329	-214.488	0.0469601	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	5456	1	OK	0.8680454	-0.0123217	0.0122616	0.4961804	58.498	66.860	-205.372	0.0491503	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	5456	1	OK	0.6222494	0.6142935	0.3351012	0.3509363	77.981	53.330	-214.490	0.0465024	0
