Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215248	1	OK	0.2382683	-0.7071685	-0.2335489	-0.6233746	140.297	9.915	-467.036	0.9027621	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215264	1	OK	0.2379742	-0.7064866	-0.2335515	-0.6242585	140.555	9.865	-466.902	0.8980791	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215272	1	OK	0.2395188	-0.7047770	-0.2352153	-0.6249752	140.794	9.943	-466.628	0.8670475	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215280	1	OK	0.2402825	-0.7042153	-0.2356905	-0.6251360	140.820	10.048	-466.433	0.8552325	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215288	1	OK	0.2400966	-0.7047017	-0.2352979	-0.6248072	140.673	10.044	-466.457	0.8581917	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215296	1	OK	0.2406417	-0.7046226	-0.2356583	-0.6245508	140.602	10.018	-466.664	0.8367500	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215304	1	OK	0.2403170	-0.7049992	-0.2353641	-0.6243618	140.590	9.940	-466.754	0.8286597	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215312	1	OK	0.2402209	-0.7051228	-0.2349147	-0.6244284	140.536	9.989	-466.714	0.8386140	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215320	1	OK	0.2412700	-0.7043718	-0.2354451	-0.6246718	140.598	10.146	-466.534	0.8162465	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215336	1	OK	0.2424975	-0.7037575	-0.2372226	-0.6242161	140.486	10.004	-466.617	0.7931157	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215344	1	OK	0.2415658	-0.7044897	-0.2364091	-0.6240600	140.472	10.021	-466.780	0.8084927	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215352	1	OK	0.2413048	-0.7052186	-0.2361963	-0.6234180	140.298	9.931	-466.954	0.8012315	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215360	1	OK	0.2421166	-0.7039139	-0.2374918	-0.6240853	140.665	9.855	-467.065	0.7575468	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	215376	1	OK	0.2415847	-0.7032071	-0.2379464	-0.6249144	140.963	9.789	-466.810	0.7582010	0
