Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188888	1	OK	0.2627714	-0.6229206	-0.2844150	-0.6797274	-171.400	18.438	-475.837	0.6656922	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188896	1	OK	0.2624639	-0.6226117	-0.2839241	-0.6803341	-171.351	18.467	-475.911	0.6525350	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188904	1	OK	0.2625344	-0.6227083	-0.2832976	-0.6804796	-171.465	18.523	-476.041	0.6337523	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188912	1	OK	0.2633907	-0.6230367	-0.2838799	-0.6796049	-171.711	18.481	-476.017	0.6280162	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188920	1	OK	0.2629881	-0.6229852	-0.2832637	-0.6800650	-171.677	18.512	-476.003	0.6056640	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188928	1	OK	0.2635042	-0.6231167	-0.2838230	-0.6795113	-171.741	18.480	-475.945	0.6048841	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188936	1	OK	0.2635386	-0.6231373	-0.2843052	-0.6792774	-171.814	18.348	-475.918	0.6268865	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188944	1	OK	0.2636646	-0.6233521	-0.2843541	-0.6790109	-171.935	18.333	-475.900	0.6213073	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188952	1	OK	0.2625187	-0.6233645	-0.2835289	-0.6797882	-171.812	18.313	-475.861	0.6273244	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188960	1	OK	0.2621581	-0.6236621	-0.2827228	-0.6799901	-171.927	18.376	-475.931	0.6405855	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188968	1	OK	0.2622646	-0.6235899	-0.2829916	-0.6799034	-171.924	18.344	-476.076	0.6393019	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188976	1	OK	0.2627475	-0.6236241	-0.2834532	-0.6794932	-171.921	18.333	-475.938	0.6503723	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188984	1	OK	0.2633502	-0.6239955	-0.2840323	-0.6786767	-172.155	18.358	-475.970	0.6549850	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	188992	1	OK	0.2625808	-0.6239318	-0.2829662	-0.6794782	-172.054	18.430	-476.087	0.6557872	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189000	1	OK	0.2627276	-0.6235244	-0.2825827	-0.6799548	-171.854	18.611	-476.128	0.6716964	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189008	1	OK	0.2621039	-0.6233747	-0.2820697	-0.6805455	-171.805	18.690	-476.189	0.6847693	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189016	1	OK	0.2618282	-0.6231762	-0.2820286	-0.6808504	-171.663	18.708	-476.182	0.6834275	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189024	1	OK	0.2614383	-0.6230894	-0.2819054	-0.6811307	-171.533	18.705	-476.178	0.6964222	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189032	1	OK	0.2616357	-0.6233124	-0.2819399	-0.6808364	-171.643	18.655	-476.177	0.6972514	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189040	1	OK	0.2614247	-0.6233799	-0.2818597	-0.6808889	-171.596	18.624	-476.114	0.6885645	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189048	1	OK	0.2610611	-0.6231584	-0.2813218	-0.6814534	-171.471	18.658	-476.034	0.6761857	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189056	1	OK	0.2608169	-0.6231057	-0.2807785	-0.6818191	-171.395	18.738	-476.048	0.6630495	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189064	1	OK	0.2605385	-0.6229476	-0.2811881	-0.6819012	-171.173	18.615	-475.934	0.6675278	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189072	1	OK	0.2612491	-0.6231747	-0.2816208	-0.6812429	-171.344	18.602	-475.873	0.6592271	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	189080	1	OK	0.2616472	-0.6235002	-0.2824098	-0.6804652	-171.543	18.461	-475.882	0.6535374	0
