Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528200	1	OK	0.2929235	-0.6177125	-0.2770973	-0.6751623	14.431	3.588	-383.157	0.5204545	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528208	1	OK	0.2927864	-0.6176191	-0.2771349	-0.6752918	14.470	3.579	-383.132	0.5188090	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528216	1	OK	0.2928247	-0.6174897	-0.2772839	-0.6753323	14.515	3.575	-383.114	0.5185796	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528224	1	OK	0.2925651	-0.6178103	-0.2770298	-0.6752560	14.465	3.541	-383.145	0.5168746	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528232	1	OK	0.2925692	-0.6177106	-0.2771183	-0.6753090	14.503	3.531	-383.122	0.5175438	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528240	1	OK	0.2924934	-0.6177374	-0.2771231	-0.6753154	14.513	3.511	-383.119	0.5151852	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528248	1	OK	0.2924583	-0.6178039	-0.2770202	-0.6753120	14.484	3.509	-383.121	0.5175045	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528256	1	OK	0.2925039	-0.6178844	-0.2770653	-0.6752001	14.466	3.494	-383.117	0.5179616	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528264	1	OK	0.2925875	-0.6178330	-0.2771362	-0.6751818	14.474	3.498	-383.090	0.5164844	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528272	1	OK	0.2925862	-0.6176845	-0.2772583	-0.6752680	14.534	3.498	-383.093	0.5157972	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528280	1	OK	0.2929182	-0.6175255	-0.2774607	-0.6751864	14.547	3.532	-383.098	0.5192764	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528288	1	OK	0.2928172	-0.6176396	-0.2775913	-0.6750722	14.531	3.485	-383.102	0.5228276	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528296	1	OK	0.2927395	-0.6178611	-0.2776491	-0.6748794	14.464	3.440	-383.115	0.5227163	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528304	1	OK	0.2929382	-0.6176050	-0.2777891	-0.6749700	14.488	3.476	-383.126	0.5255343	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528312	1	OK	0.2929514	-0.6177596	-0.2776523	-0.6748791	14.451	3.491	-383.145	0.5235100	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528320	1	OK	0.2929156	-0.6178225	-0.2777443	-0.6747992	14.445	3.478	-383.165	0.5234827	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528328	1	OK	0.2929962	-0.6177559	-0.2779487	-0.6747410	14.459	3.464	-383.170	0.5219875	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528336	1	OK	0.2929478	-0.6178021	-0.2776789	-0.6748308	14.458	3.489	-383.181	0.5212861	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528344	1	OK	0.2931173	-0.6177729	-0.2780395	-0.6746355	14.448	3.469	-383.218	0.5235046	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528352	1	OK	0.2931818	-0.6178616	-0.2781239	-0.6744913	14.415	3.446	-383.221	0.5263505	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528360	1	OK	0.2930751	-0.6180151	-0.2779117	-0.6744846	14.390	3.452	-383.228	0.5219754	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528368	1	OK	0.2932754	-0.6179609	-0.2779528	-0.6744302	14.373	3.480	-383.270	0.5193692	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528376	1	OK	0.2932621	-0.6177426	-0.2777175	-0.6747329	14.450	3.536	-383.276	0.5197698	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528384	1	OK	0.2932583	-0.6176866	-0.2779032	-0.6747093	14.470	3.502	-383.274	0.5245682	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528392	1	OK	0.2931332	-0.6174794	-0.2778470	-0.6749764	14.534	3.512	-383.255	0.5238363	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528400	1	OK	0.2931672	-0.6175284	-0.2778435	-0.6749183	14.511	3.508	-383.227	0.5234556	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528408	1	OK	0.2932689	-0.6173358	-0.2778703	-0.6750392	14.544	3.554	-383.250	0.5237936	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528416	1	OK	0.2931651	-0.6173385	-0.2779216	-0.6750607	14.564	3.524	-383.240	0.5236116	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528424	1	OK	0.2930266	-0.6174978	-0.2777969	-0.6750265	14.547	3.498	-383.209	0.5236849	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528432	1	OK	0.2928670	-0.6175785	-0.2777595	-0.6750373	14.525	3.475	-383.217	0.5191892	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528440	1	OK	0.2928661	-0.6175143	-0.2780183	-0.6749899	14.558	3.438	-383.186	0.5256427	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528448	1	OK	0.2925126	-0.6177133	-0.2778353	-0.6750364	14.554	3.399	-383.156	0.5216516	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528456	1	OK	0.2927009	-0.6176730	-0.2781415	-0.6748656	14.538	3.384	-383.150	0.5235935	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528464	1	OK	0.2925181	-0.6176549	-0.2779303	-0.6750484	14.572	3.394	-383.171	0.5165355	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528472	1	OK	0.2924793	-0.6179247	-0.2780491	-0.6747693	14.509	3.335	-383.193	0.5169969	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528480	1	OK	0.2926273	-0.6179291	-0.2780339	-0.6747074	14.497	3.360	-383.223	0.5175061	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528488	1	OK	0.2923865	-0.6182424	-0.2776275	-0.6746921	14.442	3.351	-383.186	0.5119936	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528496	1	OK	0.2925463	-0.6182057	-0.2776981	-0.6746274	14.418	3.373	-383.181	0.5112336	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528504	1	OK	0.2927386	-0.6179170	-0.2779420	-0.6747080	14.498	3.395	-383.205	0.5149205	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528512	1	OK	0.2928004	-0.6177003	-0.2779627	-0.6748711	14.533	3.426	-383.179	0.5194915	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528520	1	OK	0.2928236	-0.6175518	-0.2777001	-0.6751050	14.536	3.484	-383.206	0.5162973	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528528	1	OK	0.2931792	-0.6173677	-0.2777800	-0.6750862	14.528	3.539	-383.197	0.5207015	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528536	1	OK	0.2931170	-0.6174230	-0.2777160	-0.6750889	14.537	3.532	-383.173	0.5209401	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528544	1	OK	0.2934539	-0.6173282	-0.2778791	-0.6749621	14.527	3.573	-383.189	0.5253635	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528552	1	OK	0.2937347	-0.6172410	-0.2779853	-0.6748760	14.504	3.606	-383.181	0.5272260	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528560	1	OK	0.2937335	-0.6171019	-0.2780897	-0.6749607	14.552	3.609	-383.164	0.5292168	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528568	1	OK	0.2937712	-0.6170308	-0.2782394	-0.6749476	14.566	3.595	-383.162	0.5267993	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528576	1	OK	0.2938473	-0.6168673	-0.2784650	-0.6749709	14.600	3.594	-383.162	0.5297371	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528584	1	OK	0.2937684	-0.6170305	-0.2781073	-0.6750036	14.535	3.627	-383.174	0.5241939	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528592	1	OK	0.2937525	-0.6171003	-0.2779332	-0.6750184	14.537	3.646	-383.165	0.5191873	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528600	1	OK	0.2935565	-0.6172797	-0.2780290	-0.6749002	14.501	3.590	-383.151	0.5159694	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528608	1	OK	0.2932453	-0.6175550	-0.2779367	-0.6748216	14.485	3.543	-383.155	0.5113707	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528616	1	OK	0.2930547	-0.6178054	-0.2775260	-0.6748442	14.437	3.556	-383.157	0.5026120	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528624	1	OK	0.2929941	-0.6179137	-0.2774394	-0.6748070	14.404	3.557	-383.135	0.5006038	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528632	1	OK	0.2926872	-0.6179322	-0.2772774	-0.6749899	14.447	3.538	-383.135	0.4967428	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528640	1	OK	0.2922852	-0.6182127	-0.2768808	-0.6750699	14.421	3.520	-383.134	0.4903648	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528648	1	OK	0.2923529	-0.6181131	-0.2769165	-0.6751172	14.451	3.532	-383.155	0.4955344	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	528656	1	OK	0.2922857	-0.6183066	-0.2765236	-0.6751301	14.406	3.559	-383.195	0.4950394	0
