Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83432	1	OK	0.3730697	-0.6098081	-0.3405783	-0.6107041	-5.762	-295.538	-253.207	0.4925483	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83440	1	OK	0.3731449	-0.6097617	-0.3406017	-0.6106914	-5.757	-295.542	-253.209	0.4944265	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83448	1	OK	0.3730313	-0.6098148	-0.3405358	-0.6107445	-5.756	-295.536	-253.218	0.4923275	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83456	1	OK	0.3729961	-0.6098373	-0.3405775	-0.6107204	-5.759	-295.568	-253.222	0.4927518	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83464	1	OK	0.3730042	-0.6098265	-0.3405740	-0.6107281	-5.755	-295.554	-253.218	0.4918182	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83472	1	OK	0.3728201	-0.6099055	-0.3405680	-0.6107650	-5.747	-295.556	-253.203	0.4893654	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83480	1	OK	0.3727823	-0.6098676	-0.3406118	-0.6108015	-5.732	-295.592	-253.213	0.4879363	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83488	1	OK	0.3728137	-0.6098432	-0.3406398	-0.6107911	-5.732	-295.590	-253.205	0.4867095	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83496	1	OK	0.3727254	-0.6099301	-0.3406000	-0.6107804	-5.746	-295.611	-253.218	0.4850070	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83504	1	OK	0.3728299	-0.6098544	-0.3406543	-0.6107619	-5.741	-295.597	-253.222	0.4863158	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83512	1	OK	0.3726678	-0.6099327	-0.3407088	-0.6107522	-5.737	-295.625	-253.223	0.4839824	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83520	1	OK	0.3727351	-0.6098665	-0.3407168	-0.6107728	-5.736	-295.636	-253.240	0.4823684	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83528	1	OK	0.3729604	-0.6097359	-0.3407798	-0.6107306	-5.728	-295.615	-253.242	0.4838983	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83536	1	OK	0.3730034	-0.6096579	-0.3408776	-0.6107275	-5.715	-295.619	-253.249	0.4841597	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83544	1	OK	0.3730338	-0.6096718	-0.3408381	-0.6107172	-5.722	-295.612	-253.256	0.4864240	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83552	1	OK	0.3732329	-0.6095252	-0.3409667	-0.6106701	-5.715	-295.606	-253.265	0.4860000	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83560	1	OK	0.3733826	-0.6094383	-0.3410423	-0.6106231	-5.716	-295.594	-253.264	0.4899175	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83568	1	OK	0.3735675	-0.6093441	-0.3410587	-0.6105948	-5.715	-295.560	-253.276	0.4936326	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83576	1	OK	0.3735194	-0.6094015	-0.3409820	-0.6106098	-5.717	-295.545	-253.258	0.4939382	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83584	1	OK	0.3736441	-0.6093354	-0.3410941	-0.6105369	-5.724	-295.561	-253.269	0.4959864	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83592	1	OK	0.3737722	-0.6092737	-0.3411230	-0.6105039	-5.731	-295.556	-253.286	0.4970127	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83600	1	OK	0.3737722	-0.6093288	-0.3411911	-0.6104108	-5.742	-295.570	-253.277	0.4998518	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83608	1	OK	0.3735388	-0.6094456	-0.3411532	-0.6104583	-5.743	-295.589	-253.269	0.4972261	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83616	1	OK	0.3734095	-0.6095487	-0.3410344	-0.6105009	-5.752	-295.586	-253.279	0.4929384	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83624	1	OK	0.3734757	-0.6094610	-0.3412160	-0.6104464	-5.743	-295.626	-253.283	0.4934326	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83632	1	OK	0.3733055	-0.6096234	-0.3410475	-0.6104825	-5.759	-295.637	-253.276	0.4944595	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83640	1	OK	0.3731554	-0.6097268	-0.3409670	-0.6105160	-5.761	-295.636	-253.269	0.4923770	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83648	1	OK	0.3728305	-0.6098814	-0.3408840	-0.6106064	-5.753	-295.659	-253.258	0.4869766	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83656	1	OK	0.3727078	-0.6099723	-0.3408403	-0.6106150	-5.762	-295.691	-253.259	0.4852736	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83664	1	OK	0.3725369	-0.6101374	-0.3406369	-0.6106677	-5.779	-295.689	-253.251	0.4851452	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83672	1	OK	0.3724582	-0.6102125	-0.3405057	-0.6107139	-5.784	-295.663	-253.243	0.4847537	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83680	1	OK	0.3725479	-0.6101515	-0.3405063	-0.6107198	-5.781	-295.658	-253.249	0.4851139	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83688	1	OK	0.3726932	-0.6101715	-0.3404209	-0.6106587	-5.809	-295.614	-253.259	0.4904004	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83696	1	OK	0.3726539	-0.6102921	-0.3404364	-0.6105536	-5.833	-295.622	-253.234	0.4946465	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83704	1	OK	0.3725994	-0.6103156	-0.3403466	-0.6106133	-5.830	-295.611	-253.227	0.4934389	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83712	1	OK	0.3726555	-0.6102192	-0.3403941	-0.6106491	-5.812	-295.596	-253.219	0.4929285	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83720	1	OK	0.3728000	-0.6101686	-0.3404158	-0.6105993	-5.825	-295.600	-253.246	0.4920106	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83728	1	OK	0.3729557	-0.6100574	-0.3405502	-0.6105403	-5.818	-295.603	-253.244	0.4930402	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83736	1	OK	0.3732125	-0.6098325	-0.3407047	-0.6105219	-5.799	-295.598	-253.261	0.4957722	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83744	1	OK	0.3731741	-0.6098571	-0.3407443	-0.6104988	-5.802	-295.603	-253.265	0.4945257	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83752	1	OK	0.3729932	-0.6099463	-0.3407206	-0.6105335	-5.799	-295.631	-253.258	0.4917672	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83760	1	OK	0.3728661	-0.6099842	-0.3405901	-0.6106460	-5.785	-295.599	-253.230	0.4890881	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	83768	1	OK	0.3729772	-0.6098332	-0.3408006	-0.6106115	-5.752	-295.611	-253.210	0.4898106	0
