Tools	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521672	1	OK	0.2298793	-0.4838302	-0.8082928	0.2443905	-137.479	-67.303	-408.709	0.1200116	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521680	1	OK	0.2297098	-0.4837551	-0.8085019	0.2440062	-137.180	-67.103	-408.739	0.1170498	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521688	1	OK	0.2294645	-0.4838244	-0.8087051	0.2434259	-136.935	-66.965	-408.882	0.1087174	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521696	1	OK	0.2292792	-0.4838286	-0.8088837	0.2429984	-136.686	-66.816	-408.983	0.1057140	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521704	1	OK	0.2288527	-0.4838910	-0.8091942	0.2422411	-136.385	-66.619	-409.182	0.1121102	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521712	1	OK	0.2285017	-0.4839354	-0.8094578	0.2416021	-136.064	-66.462	-409.283	0.1133046	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521720	1	OK	0.2280922	-0.4839303	-0.8097318	0.2410806	-135.739	-66.310	-409.496	0.1169927	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521728	1	OK	0.2277802	-0.4839640	-0.8099880	0.2404462	-135.471	-66.158	-409.719	0.1113330	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521736	1	OK	0.2273793	-0.4838964	-0.8103531	0.2397304	-135.081	-65.865	-409.811	0.1198586	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521744	1	OK	0.2269642	-0.4839041	-0.8106979	0.2389414	-134.728	-65.640	-409.990	0.1236122	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521752	1	OK	0.2267295	-0.4838948	-0.8109576	0.2383009	-134.464	-65.466	-410.166	0.1221612	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521760	1	OK	0.2264915	-0.4839009	-0.8111905	0.2377214	-134.239	-65.301	-410.451	0.1258270	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521768	1	OK	0.2263351	-0.4837637	-0.8114456	0.2372786	-134.060	-65.117	-410.604	0.1334296	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521776	1	OK	0.2261828	-0.4836304	-0.8116950	0.2368421	-133.876	-64.953	-410.757	0.1335979	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521784	1	OK	0.2261834	-0.4836182	-0.8117723	0.2366014	-133.801	-64.871	-410.942	0.1269034	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521792	1	OK	0.2262215	-0.4836051	-0.8118456	0.2363403	-133.710	-64.760	-411.015	0.1233539	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521800	1	OK	0.2261916	-0.4836427	-0.8119472	0.2359423	-133.567	-64.623	-411.045	0.1212610	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521808	1	OK	0.2260385	-0.4836461	-0.8120843	0.2356103	-133.410	-64.525	-411.090	0.1187342	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521816	1	OK	0.2258424	-0.4836397	-0.8121807	0.2354788	-133.276	-64.514	-411.243	0.1228345	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521824	1	OK	0.2258304	-0.4835127	-0.8122503	0.2355111	-133.169	-64.475	-411.381	0.1175227	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521832	1	OK	0.2255941	-0.4835777	-0.8123437	0.2352819	-133.021	-64.439	-411.490	0.1163706	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521840	1	OK	0.2254206	-0.4835868	-0.8124895	0.2349259	-132.840	-64.345	-411.525	0.1150872	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521848	1	OK	0.2251707	-0.4836299	-0.8126499	0.2345218	-132.649	-64.252	-411.663	0.1103245	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521856	1	OK	0.2249166	-0.4837049	-0.8127949	0.2341081	-132.441	-64.156	-411.806	0.1075545	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521864	1	OK	0.2246346	-0.4836715	-0.8129827	0.2337954	-132.240	-64.056	-411.897	0.1115940	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521872	1	OK	0.2241790	-0.4837002	-0.8132386	0.2332828	-131.975	-63.962	-411.968	0.1148983	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521880	1	OK	0.2239160	-0.4836449	-0.8134223	0.2330095	-131.844	-63.896	-412.064	0.1174592	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521888	1	OK	0.2237711	-0.4836453	-0.8135639	0.2326531	-131.708	-63.804	-412.167	0.1199837	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521896	1	OK	0.2237069	-0.4837050	-0.8136120	0.2324223	-131.629	-63.759	-412.223	0.1076394	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521904	1	OK	0.2234724	-0.4838496	-0.8137613	0.2318237	-131.488	-63.615	-412.218	0.1219240	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521912	1	OK	0.2233495	-0.4837311	-0.8138928	0.2317276	-131.344	-63.528	-412.259	0.1203373	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521920	1	OK	0.2230658	-0.4837716	-0.8140431	0.2313884	-131.165	-63.442	-412.341	0.1166875	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521928	1	OK	0.2228172	-0.4838371	-0.8141830	0.2309984	-130.867	-63.295	-412.398	0.1206944	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521936	1	OK	0.2224917	-0.4838787	-0.8143791	0.2305333	-130.604	-63.141	-412.448	0.1269784	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521944	1	OK	0.2221756	-0.4840035	-0.8145966	0.2298063	-130.275	-62.977	-412.559	0.1199147	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521952	1	OK	0.2218840	-0.4840016	-0.8148177	0.2293078	-129.970	-62.790	-412.798	0.1229840	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521960	1	OK	0.2214634	-0.4841459	-0.8151054	0.2283855	-129.532	-62.548	-412.977	0.1179796	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521968	1	OK	0.2210079	-0.4841410	-0.8153828	0.2278461	-129.133	-62.333	-413.197	0.1259096	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521976	1	OK	0.2206120	-0.4841112	-0.8157398	0.2270139	-128.764	-62.058	-413.464	0.1362138	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521984	1	OK	0.2202761	-0.4841757	-0.8160315	0.2261523	-128.346	-61.789	-413.720	0.1258131	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	521992	1	OK	0.2199248	-0.4842513	-0.8162984	0.2253677	-128.014	-61.578	-413.920	0.1288619	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522000	1	OK	0.2197104	-0.4842588	-0.8165236	0.2247442	-127.731	-61.375	-414.073	0.1293973	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522008	1	OK	0.2194510	-0.4842228	-0.8167322	0.2243170	-127.524	-61.251	-414.194	0.1284575	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522016	1	OK	0.2192389	-0.4842291	-0.8168644	0.2240289	-127.301	-61.188	-414.313	0.1233493	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522024	1	OK	0.2190908	-0.4841696	-0.8170056	0.2237877	-127.177	-61.094	-414.464	0.1259783	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522032	1	OK	0.2189367	-0.4841546	-0.8171325	0.2235074	-127.021	-60.996	-414.527	0.1248517	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522040	1	OK	0.2189040	-0.4839999	-0.8172014	0.2236224	-126.957	-60.980	-414.585	0.1297622	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522048	1	OK	0.2188567	-0.4840035	-0.8173127	0.2232540	-126.873	-60.898	-414.651	0.1203703	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522056	1	OK	0.2186609	-0.4839839	-0.8174249	0.2230774	-126.723	-60.841	-414.759	0.1218487	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522064	1	OK	0.2184313	-0.4839835	-0.8175085	0.2229969	-126.549	-60.848	-414.816	0.1182841	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522072	1	OK	0.2181860	-0.4840823	-0.8176372	0.2225502	-126.388	-60.760	-414.923	0.1165999	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522080	1	OK	0.2178460	-0.4840906	-0.8178261	0.2221708	-126.190	-60.679	-415.062	0.1195376	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522088	1	OK	0.2175736	-0.4841739	-0.8179764	0.2217025	-125.970	-60.551	-415.168	0.1157048	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522096	1	OK	0.2173649	-0.4841693	-0.8181800	0.2211653	-125.755	-60.368	-415.283	0.1175035	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522104	1	OK	0.2170536	-0.4842828	-0.8183186	0.2207095	-125.461	-60.237	-415.369	0.1161254	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522112	1	OK	0.2169105	-0.4842993	-0.8184534	0.2203134	-125.291	-60.123	-415.499	0.1082396	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522120	1	OK	0.2165267	-0.4844734	-0.8185973	0.2197729	-125.002	-59.987	-415.630	0.1083286	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522128	1	OK	0.2161217	-0.4845626	-0.8187961	0.2192335	-124.669	-59.842	-415.686	0.1140599	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522136	1	OK	0.2158670	-0.4846625	-0.8189381	0.2187330	-124.457	-59.740	-415.759	0.1078903	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522144	1	OK	0.2155848	-0.4847044	-0.8191312	0.2181945	-124.288	-59.612	-415.875	0.1134348	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522152	1	OK	0.2152828	-0.4847470	-0.8193014	0.2177588	-124.023	-59.495	-415.960	0.1134869	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522160	1	OK	0.2150185	-0.4848619	-0.8194211	0.2173132	-123.769	-59.396	-416.061	0.1050882	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522168	1	OK	0.2146930	-0.4849104	-0.8196074	0.2168235	-123.502	-59.301	-416.237	0.1083122	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522176	1	OK	0.2144676	-0.4849719	-0.8197265	0.2164585	-123.287	-59.230	-416.356	0.1009804	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522184	1	OK	0.2141789	-0.4849970	-0.8199068	0.2160051	-123.108	-59.151	-416.513	0.1016462	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522192	1	OK	0.2139069	-0.4850346	-0.8200829	0.2155213	-122.850	-59.035	-416.647	0.0925840	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522200	1	OK	0.2135972	-0.4849991	-0.8203476	0.2149000	-122.619	-58.879	-416.767	0.0930763	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522208	1	OK	0.2134266	-0.4849950	-0.8204703	0.2146099	-122.387	-58.791	-416.949	0.0781441	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522216	1	OK	0.2131975	-0.4849771	-0.8206202	0.2143046	-122.143	-58.660	-417.025	0.0797750	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522224	1	OK	0.2129742	-0.4849720	-0.8207677	0.2139732	-121.853	-58.531	-417.118	0.0737306	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522232	1	OK	0.2126978	-0.4849991	-0.8209485	0.2134925	-121.630	-58.391	-417.237	0.0779026	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522240	1	OK	0.2124907	-0.4850092	-0.8211154	0.2130336	-121.481	-58.257	-417.391	0.0868507	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522248	1	OK	0.2122786	-0.4849829	-0.8212576	0.2127565	-121.320	-58.162	-417.472	0.0905320	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522256	1	OK	0.2120453	-0.4850252	-0.8213980	0.2123501	-121.110	-58.043	-417.517	0.0991935	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522264	1	OK	0.2118346	-0.4850100	-0.8215382	0.2120529	-120.874	-57.930	-417.608	0.0942645	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522272	1	OK	0.2114505	-0.4850783	-0.8216841	0.2117142	-120.615	-57.855	-417.650	0.1052925	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522280	1	OK	0.2112739	-0.4850506	-0.8218110	0.2114616	-120.465	-57.743	-417.760	0.1060169	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522288	1	OK	0.2108565	-0.4851303	-0.8220363	0.2108184	-120.210	-57.603	-417.829	0.1151274	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522296	1	OK	0.2105868	-0.4851482	-0.8222150	0.2103492	-119.980	-57.500	-417.995	0.1115186	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522304	1	OK	0.2103178	-0.4851436	-0.8224096	0.2098682	-119.682	-57.337	-418.042	0.1143520	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522312	1	OK	0.2098889	-0.4850625	-0.8226460	0.2095582	-119.367	-57.243	-418.170	0.1181430	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522320	1	OK	0.2097117	-0.4849376	-0.8228021	0.2094117	-119.125	-57.116	-418.299	0.1165999	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522328	1	OK	0.2093806	-0.4849610	-0.8230025	0.2089006	-118.845	-56.973	-418.371	0.1221283	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522336	1	OK	0.2089674	-0.4849222	-0.8232416	0.2084620	-118.547	-56.794	-418.582	0.1310378	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522344	1	OK	0.2085940	-0.4848537	-0.8234892	0.2080169	-118.294	-56.665	-418.647	0.1384234	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522352	1	OK	0.2083394	-0.4848177	-0.8236509	0.2077152	-118.064	-56.537	-418.867	0.1471387	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522360	1	OK	0.2079317	-0.4849444	-0.8238234	0.2071433	-117.685	-56.415	-418.997	0.1408968	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522368	1	OK	0.2077096	-0.4848738	-0.8239537	0.2070133	-117.470	-56.342	-419.107	0.1446874	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522376	1	OK	0.2072817	-0.4848466	-0.8241703	0.2066433	-117.202	-56.241	-419.188	0.1545657	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522384	1	OK	0.2069281	-0.4848826	-0.8243202	0.2063148	-116.979	-56.175	-419.298	0.1563562	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522392	1	OK	0.2068285	-0.4849826	-0.8243576	0.2060300	-116.868	-56.110	-419.390	0.1485653	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522400	1	OK	0.2063925	-0.4851545	-0.8245409	0.2053279	-116.570	-56.003	-419.439	0.1451492	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522408	1	OK	0.2059762	-0.4852371	-0.8247399	0.2047505	-116.193	-55.880	-419.512	0.1265352	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522416	1	OK	0.2055923	-0.4853022	-0.8248969	0.2043492	-115.911	-55.818	-419.664	0.1148775	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522424	1	OK	0.2051519	-0.4853366	-0.8250927	0.2039195	-115.590	-55.692	-419.844	0.1214565	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522432	1	OK	0.2045804	-0.4854316	-0.8254009	0.2030179	-115.228	-55.521	-419.943	0.1164597	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522440	1	OK	0.2041422	-0.4854196	-0.8256512	0.2024694	-114.925	-55.364	-420.160	0.1261455	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522448	1	OK	0.2036676	-0.4854793	-0.8259131	0.2017347	-114.527	-55.171	-420.352	0.1256163	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522456	1	OK	0.2032162	-0.4855645	-0.8261920	0.2008410	-114.128	-54.937	-420.537	0.1200883	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522464	1	OK	0.2026701	-0.4855617	-0.8264874	0.2001829	-113.722	-54.756	-420.804	0.1216706	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522472	1	OK	0.2021631	-0.4856772	-0.8268007	0.1991188	-113.255	-54.495	-421.051	0.1128896	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522480	1	OK	0.2017182	-0.4856382	-0.8271211	0.1983332	-112.795	-54.210	-421.254	0.1130978	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522488	1	OK	0.2012831	-0.4856432	-0.8273878	0.1976491	-112.467	-53.982	-421.504	0.1259394	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522496	1	OK	0.2009289	-0.4856305	-0.8276693	0.1968609	-112.091	-53.745	-421.666	0.1247496	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522504	1	OK	0.2006661	-0.4857215	-0.8278922	0.1959649	-111.714	-53.464	-421.808	0.1153922	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522512	1	OK	0.2005186	-0.4856956	-0.8280563	0.1954863	-111.395	-53.260	-421.956	0.1084715	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522528	1	OK	0.2001321	-0.4857637	-0.8283725	0.1943699	-110.904	-52.908	-422.103	0.0960157	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522536	1	OK	0.1998363	-0.4857637	-0.8285403	0.1939589	-110.679	-52.790	-422.244	0.0982306	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522544	1	OK	0.1995839	-0.4857997	-0.8286993	0.1934487	-110.453	-52.635	-422.322	0.0999316	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522552	1	OK	0.1993722	-0.4856800	-0.8288648	0.1932585	-110.287	-52.549	-422.402	0.1047882	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522560	1	OK	0.1991079	-0.4857583	-0.8289549	0.1929475	-110.217	-52.528	-422.541	0.1069326	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522568	1	OK	0.1989502	-0.4857378	-0.8290752	0.1926445	-110.080	-52.444	-422.620	0.1087923	0
1	Port 12: NDI-MF2 610066   T6d0-S00113  s/n:37B31C00 Channel:0	522576	1	OK	0.1985793	-0.4857929	-0.8292505	0.1921330	-109.869	-52.334	-422.745	0.1120296	0
