Tools	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210688	1	OK	0.7975550	0.4136297	0.2331455	-0.3721017	-49.023	-83.166	-279.130	0.0975191	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210696	1	OK	0.7975347	0.4136837	0.2331297	-0.3720952	-49.010	-83.155	-279.149	0.0962501	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210704	1	OK	0.7974572	0.4136384	0.2332361	-0.3722448	-49.007	-83.151	-279.155	0.0947958	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210712	1	OK	0.7974483	0.4135707	0.2332620	-0.3723229	-49.013	-83.159	-279.158	0.0955888	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210720	1	OK	0.7974290	0.4136163	0.2332528	-0.3723194	-48.996	-83.150	-279.165	0.0955588	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210728	1	OK	0.7972867	0.4134714	0.2334661	-0.3726512	-49.006	-83.155	-279.182	0.0939756	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210736	1	OK	0.7972963	0.4135125	0.2334476	-0.3725966	-49.004	-83.145	-279.191	0.0947512	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210744	1	OK	0.7972418	0.4134246	0.2335584	-0.3727414	-49.004	-83.149	-279.168	0.0936330	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210752	1	OK	0.7972243	0.4134524	0.2335350	-0.3727626	-48.999	-83.142	-279.178	0.0943098	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210760	1	OK	0.7972321	0.4134835	0.2335196	-0.3727209	-49.004	-83.140	-279.178	0.0945197	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210768	1	OK	0.7972793	0.4134857	0.2334643	-0.3726524	-48.998	-83.151	-279.160	0.0948619	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210776	1	OK	0.7972992	0.4134366	0.2335027	-0.3726402	-49.015	-83.163	-279.134	0.0950279	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210784	1	OK	0.7973004	0.4134258	0.2335065	-0.3726471	-49.026	-83.162	-279.132	0.0950342	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210792	1	OK	0.7972648	0.4133899	0.2336069	-0.3727002	-49.043	-83.162	-279.152	0.0950524	0
