Tools	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210000	1	OK	0.7974230	0.4135557	0.2333904	-0.3723133	-49.039	-83.145	-279.186	0.0966094	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210008	1	OK	0.7974286	0.4134997	0.2334093	-0.3723516	-49.042	-83.161	-279.172	0.0962820	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210016	1	OK	0.7973760	0.4134419	0.2335138	-0.3724630	-49.051	-83.160	-279.169	0.0949934	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210024	1	OK	0.7973388	0.4135045	0.2335052	-0.3724783	-49.045	-83.147	-279.170	0.0937206	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210032	1	OK	0.7975851	0.4136802	0.2332018	-0.3719457	-49.050	-83.158	-279.176	0.0965484	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210040	1	OK	0.7976691	0.4137389	0.2331002	-0.3717639	-49.055	-83.155	-279.172	0.0986640	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210048	1	OK	0.7975748	0.4136344	0.2332196	-0.3720074	-49.050	-83.162	-279.174	0.0976391	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210056	1	OK	0.7975234	0.4135795	0.2333213	-0.3721149	-49.061	-83.165	-279.183	0.0980709	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210064	1	OK	0.7974666	0.4134590	0.2334319	-0.3723013	-49.066	-83.178	-279.169	0.0969551	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210072	1	OK	0.7974767	0.4134256	0.2334086	-0.3723313	-49.058	-83.189	-279.153	0.0955269	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210080	1	OK	0.7974958	0.4134315	0.2333664	-0.3723103	-49.043	-83.195	-279.145	0.0959113	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210088	1	OK	0.7975248	0.4136033	0.2332357	-0.3721392	-49.027	-83.168	-279.158	0.0975740	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210096	1	OK	0.7975791	0.4136409	0.2331436	-0.3720387	-49.017	-83.175	-279.162	0.0982627	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210104	1	OK	0.7975097	0.4135235	0.2332810	-0.3722319	-49.028	-83.181	-279.160	0.0994383	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210112	1	OK	0.7974840	0.4135454	0.2332829	-0.3722613	-49.016	-83.173	-279.154	0.0997428	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210120	1	OK	0.7975355	0.4135909	0.2332237	-0.3721376	-49.018	-83.173	-279.167	0.1000867	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210128	1	OK	0.7975685	0.4136224	0.2332142	-0.3720379	-49.033	-83.169	-279.177	0.0998881	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210136	1	OK	0.7976064	0.4136271	0.2331685	-0.3719799	-49.031	-83.170	-279.177	0.1008972	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210144	1	OK	0.7976455	0.4136467	0.2331278	-0.3718999	-49.033	-83.166	-279.177	0.1013257	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210152	1	OK	0.7975682	0.4136052	0.2332478	-0.3720365	-49.048	-83.158	-279.185	0.1010111	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210160	1	OK	0.7975150	0.4135489	0.2333468	-0.3721511	-49.061	-83.153	-279.193	0.0995785	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210168	1	OK	0.7975034	0.4135215	0.2333734	-0.3721896	-49.056	-83.155	-279.186	0.0986994	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210176	1	OK	0.7974781	0.4135260	0.2334192	-0.3722101	-49.060	-83.148	-279.182	0.0990669	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210184	1	OK	0.7973872	0.4134235	0.2335632	-0.3724283	-49.070	-83.154	-279.188	0.0977711	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210192	1	OK	0.7973530	0.4134326	0.2335743	-0.3724845	-49.067	-83.144	-279.185	0.0964019	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210200	1	OK	0.7972699	0.4133881	0.2336492	-0.3726648	-49.054	-83.138	-279.167	0.0954775	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210208	1	OK	0.7972790	0.4134263	0.2335850	-0.3726432	-49.031	-83.138	-279.155	0.0958293	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210216	1	OK	0.7972223	0.4134344	0.2336654	-0.3727050	-49.038	-83.125	-279.166	0.0953190	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210224	1	OK	0.7971911	0.4134285	0.2336896	-0.3727633	-49.047	-83.124	-279.162	0.0957460	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210232	1	OK	0.7971943	0.4134081	0.2336810	-0.3727845	-49.035	-83.129	-279.146	0.0944539	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210240	1	OK	0.7972943	0.4134472	0.2335363	-0.3726178	-49.023	-83.148	-279.135	0.0932859	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210248	1	OK	0.7972420	0.4133071	0.2337058	-0.3727789	-49.056	-83.158	-279.143	0.0932188	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210256	1	OK	0.7973061	0.4133633	0.2336337	-0.3726246	-49.062	-83.157	-279.150	0.0939325	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210264	1	OK	0.7973131	0.4133683	0.2335874	-0.3726331	-49.046	-83.155	-279.140	0.0937332	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210272	1	OK	0.7972703	0.4133434	0.2336441	-0.3727168	-49.045	-83.161	-279.132	0.0941466	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210280	1	OK	0.7973409	0.4134190	0.2335416	-0.3725461	-49.047	-83.159	-279.133	0.0954749	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210288	1	OK	0.7973105	0.4133623	0.2336277	-0.3726200	-49.066	-83.163	-279.144	0.0937597	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210296	1	OK	0.7973367	0.4132960	0.2336119	-0.3726474	-49.064	-83.180	-279.125	0.0949326	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210304	1	OK	0.7973415	0.4133089	0.2335822	-0.3726415	-49.052	-83.181	-279.117	0.0942767	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210312	1	OK	0.7974514	0.4134788	0.2334135	-0.3723234	-49.052	-83.168	-279.134	0.0971043	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210320	1	OK	0.7974031	0.4135048	0.2334429	-0.3723795	-49.051	-83.151	-279.144	0.0983390	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210328	1	OK	0.7974236	0.4135328	0.2333755	-0.3723467	-49.037	-83.158	-279.124	0.0988153	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210336	1	OK	0.7973719	0.4134359	0.2334287	-0.3725317	-49.030	-83.170	-279.118	0.0987137	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210344	1	OK	0.7974519	0.4135785	0.2333037	-0.3722804	-49.034	-83.157	-279.129	0.0991900	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210352	1	OK	0.7974287	0.4134843	0.2333898	-0.3723806	-49.038	-83.164	-279.145	0.0972574	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210360	1	OK	0.7974484	0.4134624	0.2333810	-0.3723684	-49.033	-83.171	-279.131	0.0971217	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210368	1	OK	0.7974940	0.4135084	0.2333030	-0.3722684	-49.018	-83.171	-279.111	0.0975743	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210376	1	OK	0.7974530	0.4135224	0.2333521	-0.3723098	-49.027	-83.158	-279.132	0.0954754	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210384	1	OK	0.7974331	0.4135254	0.2334046	-0.3723164	-49.039	-83.151	-279.152	0.0951614	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210392	1	OK	0.7973953	0.4134098	0.2335014	-0.3724649	-49.045	-83.165	-279.135	0.0947527	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210400	1	OK	0.7974156	0.4133917	0.2335178	-0.3724314	-49.051	-83.169	-279.131	0.0954913	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210408	1	OK	0.7974747	0.4134279	0.2334639	-0.3722984	-49.060	-83.169	-279.160	0.0953930	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210416	1	OK	0.7975382	0.4135909	0.2333344	-0.3720625	-49.053	-83.149	-279.169	0.0974248	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210424	1	OK	0.7975676	0.4136411	0.2332942	-0.3719687	-49.051	-83.144	-279.166	0.0969860	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210432	1	OK	0.7975701	0.4136993	0.2332398	-0.3719329	-49.046	-83.136	-279.155	0.0985036	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210440	1	OK	0.7975253	0.4136524	0.2333228	-0.3720290	-49.057	-83.139	-279.169	0.0979351	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210448	1	OK	0.7974439	0.4135831	0.2334348	-0.3722102	-49.066	-83.136	-279.181	0.0971210	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210456	1	OK	0.7975022	0.4136115	0.2333324	-0.3721180	-49.049	-83.146	-279.160	0.0992439	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210464	1	OK	0.7975001	0.4135525	0.2333371	-0.3721852	-49.041	-83.163	-279.149	0.0987919	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210472	1	OK	0.7974782	0.4135521	0.2333455	-0.3722271	-49.038	-83.162	-279.162	0.0987861	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210480	1	OK	0.7974648	0.4135623	0.2333510	-0.3722411	-49.035	-83.153	-279.173	0.0991505	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210488	1	OK	0.7973892	0.4135428	0.2333920	-0.3723990	-49.017	-83.145	-279.149	0.0982079	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210496	1	OK	0.7973476	0.4134266	0.2334939	-0.3725532	-49.022	-83.156	-279.141	0.0961529	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210504	1	OK	0.7971851	0.4131708	0.2337547	-0.3730209	-49.035	-83.179	-279.140	0.0935245	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210512	1	OK	0.7971858	0.4131263	0.2337724	-0.3730575	-49.039	-83.185	-279.146	0.0926270	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210520	1	OK	0.7972028	0.4131937	0.2337169	-0.3729814	-49.025	-83.174	-279.145	0.0929346	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210528	1	OK	0.7972223	0.4131931	0.2337127	-0.3729429	-49.032	-83.177	-279.157	0.0943413	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210536	1	OK	0.7972274	0.4132699	0.2336850	-0.3728643	-49.034	-83.164	-279.172	0.0928942	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210544	1	OK	0.7972927	0.4133665	0.2335881	-0.3726783	-49.034	-83.156	-279.172	0.0940481	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210552	1	OK	0.7973064	0.4133845	0.2335478	-0.3726543	-49.028	-83.157	-279.167	0.0937924	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210560	1	OK	0.7972986	0.4133472	0.2335433	-0.3727152	-49.021	-83.172	-279.149	0.0927738	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210568	1	OK	0.7972990	0.4133668	0.2335627	-0.3726805	-49.030	-83.165	-279.158	0.0921339	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210576	1	OK	0.7972589	0.4133579	0.2335957	-0.3727553	-49.027	-83.166	-279.150	0.0923728	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210584	1	OK	0.7972888	0.4133783	0.2335496	-0.3726976	-49.021	-83.167	-279.135	0.0936485	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210592	1	OK	0.7973435	0.4134383	0.2334627	-0.3725683	-49.012	-83.170	-279.131	0.0947738	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210600	1	OK	0.7973121	0.4133664	0.2335628	-0.3726528	-49.032	-83.177	-279.147	0.0942386	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210608	1	OK	0.7973690	0.4133900	0.2334989	-0.3725448	-49.033	-83.181	-279.135	0.0952851	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210616	1	OK	0.7973894	0.4133704	0.2334645	-0.3725446	-49.025	-83.187	-279.118	0.0963647	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210624	1	OK	0.7973472	0.4132775	0.2335408	-0.3726900	-49.036	-83.195	-279.123	0.0959339	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210632	1	OK	0.7973658	0.4133530	0.2334868	-0.3726004	-49.034	-83.186	-279.118	0.0954729	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210640	1	OK	0.7973633	0.4133320	0.2335240	-0.3726057	-49.049	-83.187	-279.119	0.0960766	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210648	1	OK	0.7974459	0.4133832	0.2334200	-0.3724372	-49.050	-83.191	-279.109	0.0978984	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210656	1	OK	0.7975048	0.4134154	0.2333353	-0.3723284	-49.044	-83.195	-279.108	0.0974976	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210664	1	OK	0.7975381	0.4134770	0.2332754	-0.3722263	-49.049	-83.189	-279.130	0.0983833	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210672	1	OK	0.7975408	0.4134990	0.2332854	-0.3721897	-49.054	-83.184	-279.127	0.0974770	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	210680	1	OK	0.7975745	0.4136135	0.2331479	-0.3720763	-49.029	-83.170	-279.117	0.0982130	0
