Tools	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236200	1	OK	0.7739076	0.0775354	0.5610767	-0.2832812	116.957	-115.449	-262.811	0.0363468	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236208	1	OK	0.7739212	0.0775450	0.5610592	-0.2832762	116.962	-115.453	-262.803	0.0361736	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236216	1	OK	0.7739335	0.0775325	0.5610273	-0.2833090	116.976	-115.457	-262.806	0.0361996	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236224	1	OK	0.7739328	0.0775525	0.5610432	-0.2832740	116.973	-115.453	-262.818	0.0364765	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236232	1	OK	0.7739295	0.0775172	0.5610351	-0.2833086	116.982	-115.446	-262.834	0.0363578	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236240	1	OK	0.7739257	0.0774980	0.5610182	-0.2833579	116.988	-115.449	-262.823	0.0364826	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236248	1	OK	0.7739193	0.0774120	0.5610020	-0.2834309	117.003	-115.454	-262.842	0.0356176	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236256	1	OK	0.7739031	0.0774253	0.5610328	-0.2834107	116.995	-115.451	-262.856	0.0357208	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236264	1	OK	0.7738664	0.0774193	0.5610540	-0.2834703	116.982	-115.452	-262.844	0.0357135	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236272	1	OK	0.7739117	0.0774575	0.5610059	-0.2834313	117.000	-115.453	-262.851	0.0361246	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236280	1	OK	0.7739337	0.0774508	0.5609760	-0.2834324	117.012	-115.459	-262.867	0.0370228	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236288	1	OK	0.7739332	0.0774930	0.5609894	-0.2833958	116.999	-115.457	-262.877	0.0372733	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236296	1	OK	0.7739446	0.0775332	0.5610024	-0.2833279	116.998	-115.455	-262.892	0.0370063	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236304	1	OK	0.7739476	0.0775426	0.5609909	-0.2833399	116.995	-115.457	-262.879	0.0370810	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236312	1	OK	0.7739588	0.0775457	0.5609778	-0.2833344	116.995	-115.466	-262.876	0.0375534	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236320	1	OK	0.7740188	0.0776184	0.5609378	-0.2832295	117.012	-115.458	-262.890	0.0376457	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236328	1	OK	0.7740511	0.0777005	0.5609276	-0.2831390	117.010	-115.450	-262.891	0.0379699	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236336	1	OK	0.7740355	0.0776233	0.5609141	-0.2832296	117.020	-115.452	-262.887	0.0372186	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236344	1	OK	0.7740518	0.0776392	0.5609072	-0.2831945	117.019	-115.459	-262.878	0.0371516	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236352	1	OK	0.7740146	0.0775973	0.5609310	-0.2832604	117.008	-115.455	-262.866	0.0367818	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236360	1	OK	0.7740202	0.0776426	0.5609333	-0.2832284	117.005	-115.452	-262.868	0.0364566	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236368	1	OK	0.7740236	0.0776924	0.5609477	-0.2831767	117.002	-115.448	-262.863	0.0364429	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	236376	1	OK	0.7740405	0.0776820	0.5609169	-0.2831943	117.007	-115.451	-262.848	0.0368135	0
