Tools	Port 1: CAMP trus_head_4m2  s/n:38C3D800	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39474	1	OK	0.9135847	-0.2673940	-0.2867969	-0.1077543	-69.957	106.469	-930.204	0.5077721	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39477	1	OK	0.9134194	-0.2674096	-0.2873206	-0.1077217	-69.950	106.470	-930.130	0.5115834	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39480	1	OK	0.9134581	-0.2672384	-0.2872954	-0.1078856	-69.962	106.461	-930.123	0.5229179	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39483	1	OK	0.9135171	-0.2673650	-0.2870176	-0.1078118	-69.954	106.460	-930.145	0.5169014	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39486	1	OK	0.9134555	-0.2675877	-0.2870737	-0.1076320	-69.952	106.477	-930.173	0.5208544	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39489	1	OK	0.9134255	-0.2674637	-0.2872416	-0.1077466	-69.956	106.466	-930.132	0.5128307	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39492	1	OK	0.9133642	-0.2675184	-0.2874072	-0.1076887	-69.952	106.471	-930.112	0.5156974	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39495	1	OK	0.9133905	-0.2674194	-0.2873874	-0.1077643	-69.961	106.472	-930.111	0.5158077	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39498	1	OK	0.9135852	-0.2671752	-0.2869174	-0.1079719	-69.953	106.453	-930.144	0.5151806	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39501	1	OK	0.9134422	-0.2673198	-0.2872808	-0.1078573	-69.961	106.463	-930.144	0.5119817	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39504	1	OK	0.9133906	-0.2673657	-0.2873947	-0.1078770	-69.958	106.462	-930.091	0.5183552	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39507	1	OK	0.9136249	-0.2674443	-0.2866418	-0.1077013	-69.951	106.471	-930.203	0.5166740	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39510	1	OK	0.9134272	-0.2673074	-0.2873341	-0.1078727	-69.962	106.466	-930.148	0.5094275	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39513	1	OK	0.9134681	-0.2674130	-0.2871557	-0.1077399	-69.952	106.470	-930.155	0.5173366	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39516	1	OK	0.9135400	-0.2675708	-0.2868341	-0.1075950	-69.951	106.478	-930.193	0.5104012	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39519	1	OK	0.9136146	-0.2671324	-0.2868524	-0.1080020	-69.962	106.453	-930.182	0.5138059	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39522	1	OK	0.9135355	-0.2672077	-0.2870392	-0.1079885	-69.956	106.451	-930.155	0.5197571	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39525	1	OK	0.9135529	-0.2672966	-0.2869164	-0.1079475	-69.960	106.454	-930.155	0.5225583	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39528	1	OK	0.9136014	-0.2671519	-0.2868662	-0.1080280	-69.954	106.447	-930.151	0.5102215	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39531	1	OK	0.9135352	-0.2673754	-0.2869439	-0.1078286	-69.943	106.455	-930.128	0.5180702	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39534	1	OK	0.9135324	-0.2673372	-0.2869625	-0.1078974	-69.959	106.457	-930.140	0.5108075	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39537	1	OK	0.9135023	-0.2672731	-0.2871126	-0.1079119	-69.955	106.456	-930.139	0.5066242	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39540	1	OK	0.9134259	-0.2673317	-0.2873157	-0.1078728	-69.964	106.464	-930.140	0.5107414	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39543	1	OK	0.9133258	-0.2674108	-0.2875942	-0.1077822	-69.957	106.477	-930.125	0.5100956	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39546	1	OK	0.9133435	-0.2673016	-0.2875982	-0.1078923	-69.960	106.467	-930.119	0.5186047	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39549	1	OK	0.9134802	-0.2674498	-0.2870892	-0.1077232	-69.951	106.466	-930.109	0.5089908	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39552	1	OK	0.9135082	-0.2672907	-0.2870842	-0.1078939	-69.959	106.464	-930.193	0.5100665	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39555	1	OK	0.9134525	-0.2674185	-0.2872017	-0.1077357	-69.955	106.471	-930.160	0.5120572	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39558	1	OK	0.9133551	-0.2674848	-0.2874567	-0.1077171	-69.957	106.481	-930.138	0.5142336	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39561	1	OK	0.9133262	-0.2677262	-0.2873978	-0.1075195	-69.947	106.489	-930.138	0.5187190	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39564	1	OK	0.9133636	-0.2673806	-0.2874728	-0.1078606	-69.958	106.466	-930.089	0.5086462	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39567	1	OK	0.9135087	-0.2675949	-0.2869119	-0.1075938	-69.947	106.481	-930.201	0.5165775	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39570	1	OK	0.9134184	-0.2673995	-0.2873160	-0.1077675	-69.960	106.478	-930.177	0.5087025	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39573	1	OK	0.9136121	-0.2672709	-0.2867693	-0.1079006	-69.956	106.452	-930.171	0.5116886	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39576	1	OK	0.9134190	-0.2676463	-0.2871436	-0.1076093	-69.945	106.473	-930.127	0.5147091	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39579	1	OK	0.9135382	-0.2673054	-0.2869747	-0.1078944	-69.958	106.458	-930.166	0.5140525	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39582	1	OK	0.9136591	-0.2670757	-0.2867468	-0.1080462	-69.958	106.452	-930.204	0.5131858	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39585	1	OK	0.9134332	-0.2675566	-0.2871552	-0.1076808	-69.953	106.474	-930.154	0.5140021	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39588	1	OK	0.9135432	-0.2671963	-0.2870269	-0.1079839	-69.959	106.454	-930.165	0.5161064	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39591	1	OK	0.9135138	-0.2674126	-0.2869672	-0.1078558	-69.953	106.462	-930.176	0.5174779	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39594	1	OK	0.9133826	-0.2676739	-0.2872442	-0.1075809	-69.952	106.485	-930.164	0.5171095	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39597	1	OK	0.9136339	-0.2672845	-0.2867004	-0.1078651	-69.948	106.454	-930.158	0.5118815	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39600	1	OK	0.9134876	-0.2670923	-0.2872733	-0.1080560	-69.961	106.454	-930.141	0.5110100	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39603	1	OK	0.9135217	-0.2675570	-0.2868859	-0.1076472	-69.946	106.472	-930.178	0.5164719	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39606	1	OK	0.9133929	-0.2673223	-0.2874283	-0.1078755	-69.956	106.463	-930.132	0.5072643	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39609	1	OK	0.9134999	-0.2673234	-0.2870899	-0.1078678	-69.954	106.458	-930.125	0.5104247	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39612	1	OK	0.9135175	-0.2671757	-0.2871108	-0.1080289	-69.958	106.454	-930.144	0.5052444	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39615	1	OK	0.9135501	-0.2672137	-0.2870101	-0.1079272	-69.955	106.463	-930.177	0.5180527	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39618	1	OK	0.9133840	-0.2673759	-0.2874476	-0.1077664	-69.958	106.471	-930.114	0.5046065	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39621	1	OK	0.9135174	-0.2673522	-0.2870343	-0.1077966	-69.948	106.465	-930.152	0.5098053	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39624	1	OK	0.9134659	-0.2674291	-0.2871341	-0.1077766	-69.953	106.464	-930.127	0.5078245	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39627	1	OK	0.9135627	-0.2672525	-0.2869334	-0.1079283	-69.956	106.458	-930.195	0.5027767	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39630	1	OK	0.9135590	-0.2670506	-0.2870754	-0.1080814	-69.959	106.451	-930.153	0.5070807	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39633	1	OK	0.9134756	-0.2673911	-0.2871231	-0.1078179	-69.956	106.468	-930.153	0.5138527	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39636	1	OK	0.9134778	-0.2674767	-0.2870741	-0.1077166	-69.945	106.466	-930.138	0.5110016	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39639	1	OK	0.9134852	-0.2674219	-0.2870792	-0.1077763	-69.951	106.472	-930.158	0.5140800	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39642	1	OK	0.9134715	-0.2674888	-0.2870730	-0.1077433	-69.951	106.466	-930.139	0.5217454	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39645	1	OK	0.9134684	-0.2674770	-0.2871248	-0.1076612	-69.946	106.472	-930.130	0.5105546	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39648	1	OK	0.9133987	-0.2673338	-0.2873932	-0.1078918	-69.954	106.465	-930.122	0.5202973	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39651	1	OK	0.9133841	-0.2674602	-0.2873730	-0.1077554	-69.949	106.468	-930.100	0.5177223	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39654	1	OK	0.9133216	-0.2675625	-0.2875098	-0.1076667	-69.948	106.477	-930.111	0.5139446	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39657	1	OK	0.9135088	-0.2673600	-0.2870539	-0.1077974	-69.951	106.469	-930.147	0.5100753	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39660	1	OK	0.9133365	-0.2674590	-0.2874982	-0.1078279	-69.954	106.471	-930.117	0.5092440	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39663	1	OK	0.9135696	-0.2672990	-0.2868966	-0.1078528	-69.952	106.461	-930.166	0.5047572	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39666	1	OK	0.9134823	-0.2674435	-0.2870689	-0.1077755	-69.950	106.468	-930.153	0.5174634	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39669	1	OK	0.9135831	-0.2671820	-0.2869246	-0.1079532	-69.954	106.455	-930.153	0.5181022	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39672	1	OK	0.9134028	-0.2674079	-0.2873592	-0.1077637	-69.956	106.472	-930.130	0.5078543	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39675	1	OK	0.9133871	-0.2676802	-0.2872227	-0.1075850	-69.948	106.478	-930.155	0.5118743	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	39678	1	OK	0.9134754	-0.2672666	-0.2871943	-0.1079386	-69.960	106.455	-930.119	0.5157190	0
