Tools	Port 1: CAMP trus_head_4m2  s/n:38C3D800	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44301	1	OK	0.8301017	0.4524279	-0.2571980	0.2002233	-69.056	-14.073	-922.406	0.3011426	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44304	1	OK	0.8300935	0.4524729	-0.2571600	0.2002044	-69.062	-14.074	-922.435	0.2975474	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44307	1	OK	0.8298532	0.4525701	-0.2577407	0.2002340	-69.058	-14.086	-922.363	0.2978873	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44310	1	OK	0.8300676	0.4522191	-0.2574781	0.2004762	-69.057	-14.069	-922.398	0.2921222	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44313	1	OK	0.8298789	0.4525006	-0.2577044	0.2003313	-69.066	-14.082	-922.398	0.2951345	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44316	1	OK	0.8300007	0.4525204	-0.2573922	0.2001834	-69.063	-14.080	-922.423	0.2982969	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44319	1	OK	0.8301019	0.4523208	-0.2573102	0.2003200	-69.057	-14.073	-922.394	0.2972160	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44322	1	OK	0.8301024	0.4523632	-0.2572452	0.2003060	-69.054	-14.073	-922.381	0.2982579	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44325	1	OK	0.8300717	0.4524731	-0.2572387	0.2001932	-69.057	-14.077	-922.397	0.2992001	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44328	1	OK	0.8298463	0.4526482	-0.2576787	0.2001661	-69.053	-14.087	-922.367	0.3026694	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44331	1	OK	0.8299889	0.4524899	-0.2574376	0.2002427	-69.053	-14.075	-922.354	0.2958256	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44334	1	OK	0.8301731	0.4523367	-0.2570592	0.2003113	-69.058	-14.064	-922.384	0.2925046	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44337	1	OK	0.8299378	0.4524511	-0.2576002	0.2003334	-69.055	-14.074	-922.354	0.2977245	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44340	1	OK	0.8300058	0.4523608	-0.2575115	0.2003694	-69.057	-14.077	-922.388	0.2968830	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44343	1	OK	0.8300326	0.4523326	-0.2574437	0.2004090	-69.056	-14.071	-922.358	0.2970822	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44346	1	OK	0.8300761	0.4522978	-0.2573670	0.2004061	-69.060	-14.073	-922.403	0.2941629	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44349	1	OK	0.8300490	0.4525039	-0.2572713	0.2001757	-69.053	-14.078	-922.397	0.2949563	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44352	1	OK	0.8300139	0.4523906	-0.2574515	0.2003459	-69.059	-14.074	-922.390	0.3015060	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44355	1	OK	0.8298805	0.4524191	-0.2577727	0.2004209	-69.053	-14.077	-922.360	0.2942275	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44358	1	OK	0.8299094	0.4524768	-0.2576616	0.2003139	-69.057	-14.080	-922.377	0.3043996	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44361	1	OK	0.8300082	0.4525204	-0.2573534	0.2002020	-69.057	-14.077	-922.411	0.2953772	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44364	1	OK	0.8299559	0.4524228	-0.2575911	0.2003339	-69.053	-14.079	-922.381	0.2961905	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44367	1	OK	0.8301787	0.4523519	-0.2570501	0.2002657	-69.069	-14.068	-922.438	0.2931808	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44370	1	OK	0.8298929	0.4524618	-0.2577077	0.2003569	-69.050	-14.079	-922.348	0.2989681	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44373	1	OK	0.8298997	0.4524057	-0.2577623	0.2003849	-69.055	-14.080	-922.377	0.3042525	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44376	1	OK	0.8299870	0.4525891	-0.2573195	0.2001783	-69.056	-14.075	-922.426	0.2974802	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44379	1	OK	0.8300014	0.4524360	-0.2574356	0.2003153	-69.056	-14.072	-922.379	0.2980126	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44382	1	OK	0.8299204	0.4525701	-0.2575321	0.2002240	-69.058	-14.078	-922.393	0.2983649	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44385	1	OK	0.8299215	0.4527192	-0.2573842	0.2000723	-69.051	-14.082	-922.388	0.2998575	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44388	1	OK	0.8300637	0.4525199	-0.2572118	0.2001550	-69.059	-14.075	-922.443	0.2973966	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44391	1	OK	0.8298912	0.4527799	-0.2574144	0.2000218	-69.060	-14.081	-922.393	0.3048564	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44394	1	OK	0.8299112	0.4523738	-0.2577742	0.2003941	-69.058	-14.078	-922.387	0.3014957	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44397	1	OK	0.8298919	0.4524233	-0.2577549	0.2003872	-69.058	-14.080	-922.359	0.2932818	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44400	1	OK	0.8300580	0.4525019	-0.2572577	0.2001603	-69.054	-14.076	-922.401	0.3028399	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44403	1	OK	0.8298700	0.4524938	-0.2577884	0.2002756	-69.059	-14.082	-922.378	0.2955386	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44406	1	OK	0.8300594	0.4524062	-0.2573334	0.2002736	-69.060	-14.074	-922.411	0.2967641	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44409	1	OK	0.8298759	0.4526860	-0.2575376	0.2001396	-69.053	-14.081	-922.383	0.3035800	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44412	1	OK	0.8300447	0.4525282	-0.2572582	0.2001555	-69.058	-14.077	-922.407	0.2947679	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44415	1	OK	0.8300307	0.4523735	-0.2574446	0.2003236	-69.053	-14.077	-922.398	0.3026366	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44418	1	OK	0.8301233	0.4523425	-0.2572202	0.2002981	-69.056	-14.071	-922.405	0.2940931	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44421	1	OK	0.8300189	0.4528472	-0.2569918	0.1998830	-69.052	-14.082	-922.421	0.3060702	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44424	1	OK	0.8300332	0.4525000	-0.2572708	0.2002507	-69.055	-14.075	-922.400	0.3084204	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44427	1	OK	0.8300155	0.4523616	-0.2574933	0.2003508	-69.059	-14.077	-922.392	0.2971471	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44430	1	OK	0.8301497	0.4523788	-0.2571351	0.2002160	-69.056	-14.071	-922.416	0.2989366	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44433	1	OK	0.8300351	0.4526060	-0.2571730	0.2001290	-69.054	-14.078	-922.408	0.3012520	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44436	1	OK	0.8298662	0.4526353	-0.2576117	0.2001986	-69.060	-14.080	-922.377	0.2995265	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44439	1	OK	0.8300642	0.4522496	-0.2574714	0.2004299	-69.055	-14.071	-922.389	0.3033196	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44442	1	OK	0.8299770	0.4524308	-0.2575176	0.2003226	-69.056	-14.075	-922.362	0.2983299	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44445	1	OK	0.8300258	0.4522669	-0.2575576	0.2004394	-69.058	-14.073	-922.361	0.2969136	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44448	1	OK	0.8299198	0.4524977	-0.2576171	0.2002811	-69.051	-14.078	-922.365	0.2933393	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44451	1	OK	0.8298788	0.4526220	-0.2576108	0.2001781	-69.055	-14.084	-922.394	0.2930694	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44454	1	OK	0.8299773	0.4526289	-0.2573603	0.2000759	-69.052	-14.083	-922.421	0.3061644	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44457	1	OK	0.8299347	0.4526922	-0.2573755	0.2000897	-69.054	-14.080	-922.400	0.3035356	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44460	1	OK	0.8299164	0.4525205	-0.2575978	0.2002683	-69.053	-14.079	-922.367	0.3138589	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44463	1	OK	0.8297817	0.4527865	-0.2576795	0.2001200	-69.055	-14.085	-922.380	0.3032788	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44466	1	OK	0.8299484	0.4523548	-0.2576925	0.2003881	-69.055	-14.076	-922.367	0.2925488	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44469	1	OK	0.8298576	0.4523526	-0.2579425	0.2004473	-69.064	-14.081	-922.389	0.3029726	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44472	1	OK	0.8299695	0.4523254	-0.2576346	0.2004416	-69.057	-14.072	-922.372	0.2981931	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44475	1	OK	0.8298850	0.4526844	-0.2575064	0.2001454	-69.057	-14.077	-922.367	0.3014329	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44478	1	OK	0.8298309	0.4526885	-0.2576686	0.2001514	-69.051	-14.087	-922.375	0.3014711	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44481	1	OK	0.8301129	0.4525082	-0.2570800	0.2001466	-69.050	-14.071	-922.390	0.3026214	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44484	1	OK	0.8300979	0.4523945	-0.2572340	0.2002685	-69.058	-14.071	-922.392	0.3047490	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44487	1	OK	0.8298171	0.4526825	-0.2576757	0.2002134	-69.052	-14.078	-922.358	0.2982996	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44490	1	OK	0.8301380	0.4522007	-0.2573107	0.2004410	-69.059	-14.067	-922.391	0.2970443	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44493	1	OK	0.8299073	0.4526267	-0.2575057	0.2001844	-69.054	-14.080	-922.389	0.3030302	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44496	1	OK	0.8299823	0.4524897	-0.2574681	0.2002313	-69.057	-14.077	-922.362	0.2984922	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44499	1	OK	0.8298422	0.4525735	-0.2577468	0.2002642	-69.058	-14.079	-922.357	0.3037164	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44502	1	OK	0.8298843	0.4528801	-0.2572975	0.1999741	-69.054	-14.082	-922.383	0.3041022	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44505	1	OK	0.8300556	0.4523277	-0.2574044	0.2003755	-69.062	-14.074	-922.408	0.2931993	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44508	1	OK	0.8299642	0.4524127	-0.2575918	0.2003214	-69.060	-14.078	-922.414	0.3074425	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44511	1	OK	0.8297836	0.4525484	-0.2579021	0.2003640	-69.055	-14.082	-922.342	0.2980400	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44514	1	OK	0.8300303	0.4524269	-0.2573891	0.2002759	-69.059	-14.077	-922.404	0.2982079	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44517	1	OK	0.8299860	0.4526211	-0.2573166	0.2001138	-69.056	-14.078	-922.426	0.3044969	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44520	1	OK	0.8299692	0.4525901	-0.2573622	0.2001951	-69.058	-14.075	-922.406	0.3045944	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44523	1	OK	0.8297728	0.4526788	-0.2578201	0.2002196	-69.054	-14.084	-922.361	0.2970526	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44526	1	OK	0.8299518	0.4525690	-0.2574568	0.2001929	-69.058	-14.078	-922.412	0.3029474	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44529	1	OK	0.8298953	0.4526515	-0.2574956	0.2001909	-69.062	-14.074	-922.371	0.2957702	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44532	1	OK	0.8300288	0.4526908	-0.2571184	0.2000333	-69.057	-14.075	-922.411	0.3013091	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44535	1	OK	0.8298806	0.4526066	-0.2575933	0.2002278	-69.057	-14.081	-922.342	0.3014585	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44538	1	OK	0.8299670	0.4529737	-0.2570031	0.1997974	-69.057	-14.082	-922.438	0.3084941	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44541	1	OK	0.8299761	0.4524923	-0.2574992	0.2002112	-69.057	-14.080	-922.381	0.2959562	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44544	1	OK	0.8299817	0.4524880	-0.2574651	0.2002415	-69.058	-14.078	-922.380	0.2960357	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44547	1	OK	0.8300060	0.4528247	-0.2570549	0.1999065	-69.058	-14.076	-922.412	0.3103605	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44550	1	OK	0.8301527	0.4523023	-0.2571900	0.2003056	-69.058	-14.071	-922.415	0.2956090	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44553	1	OK	0.8299060	0.4525503	-0.2576214	0.2002135	-69.059	-14.081	-922.369	0.2989199	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	44556	1	OK	0.8299058	0.4525143	-0.2576293	0.2002858	-69.052	-14.077	-922.340	0.3042400	0
