Tools	Port 1: CAMP trus_head_4m2  s/n:38C3D800	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55059	1	OK	0.8948040	0.1059510	-0.4272102	0.0747775	-48.225	7.773	-935.635	0.3571743	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55062	1	OK	0.8946312	0.1057743	-0.4275807	0.0749777	-48.233	7.781	-935.606	0.3341417	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55065	1	OK	0.8949489	0.1054485	-0.4269770	0.0750850	-48.222	7.787	-935.656	0.3358443	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55068	1	OK	0.8947213	0.1056727	-0.4274040	0.0750529	-48.234	7.786	-935.614	0.3263989	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55071	1	OK	0.8947291	0.1055963	-0.4274012	0.0750830	-48.226	7.781	-935.609	0.3327779	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55074	1	OK	0.8945382	0.1055737	-0.4277984	0.0751276	-48.235	7.787	-935.575	0.3291655	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55077	1	OK	0.8947299	0.1061171	-0.4273404	0.0746848	-48.228	7.772	-935.619	0.3358733	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55080	1	OK	0.8947102	0.1059182	-0.4274117	0.0747940	-48.231	7.771	-935.625	0.3240943	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55083	1	OK	0.8948075	0.1058122	-0.4272147	0.0749066	-48.223	7.776	-935.603	0.3508792	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55086	1	OK	0.8947455	0.1060426	-0.4273145	0.0747509	-48.222	7.775	-935.607	0.3552387	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55089	1	OK	0.8946476	0.1056778	-0.4275568	0.0750534	-48.224	7.786	-935.587	0.3346572	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55092	1	OK	0.8947348	0.1059533	-0.4273529	0.0747861	-48.233	7.774	-935.622	0.3280876	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55095	1	OK	0.8948578	0.1061571	-0.4270666	0.0746612	-48.218	7.769	-935.634	0.3244103	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55098	1	OK	0.8949785	0.1057788	-0.4268725	0.0748616	-48.221	7.778	-935.640	0.3385210	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55101	1	OK	0.8947261	0.1055884	-0.4274177	0.0750358	-48.223	7.786	-935.574	0.3576295	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55104	1	OK	0.8948673	0.1056657	-0.4271214	0.0749308	-48.220	7.778	-935.620	0.3415804	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55107	1	OK	0.8945270	0.1055007	-0.4278326	0.0751684	-48.237	7.792	-935.580	0.3314290	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55110	1	OK	0.8947720	0.1059136	-0.4272825	0.0747999	-48.220	7.772	-935.596	0.3409314	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55113	1	OK	0.8946614	0.1058085	-0.4275133	0.0749527	-48.223	7.781	-935.594	0.3188561	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55116	1	OK	0.8948106	0.1059454	-0.4271975	0.0747785	-48.222	7.767	-935.614	0.3316487	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55119	1	OK	0.8947072	0.1053996	-0.4274798	0.0751732	-48.224	7.791	-935.574	0.3460617	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55122	1	OK	0.8948354	0.1056740	-0.4271890	0.0749140	-48.214	7.782	-935.580	0.3360809	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55125	1	OK	0.8946457	0.1060846	-0.4275173	0.0747262	-48.232	7.767	-935.621	0.3334368	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55128	1	OK	0.8946913	0.1061971	-0.4274138	0.0746134	-48.226	7.768	-935.594	0.3156065	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55131	1	OK	0.8948616	0.1056570	-0.4271317	0.0749526	-48.227	7.780	-935.615	0.3419848	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55134	1	OK	0.8948679	0.1062333	-0.4270498	0.0745278	-48.228	7.764	-935.666	0.3381229	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55137	1	OK	0.8946826	0.1059301	-0.4274583	0.0748421	-48.232	7.782	-935.608	0.3414481	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55140	1	OK	0.8947983	0.1053599	-0.4272942	0.0751992	-48.232	7.794	-935.615	0.3579161	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55143	1	OK	0.8946294	0.1060195	-0.4275544	0.0748016	-48.240	7.772	-935.580	0.3210768	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55146	1	OK	0.8946084	0.1057799	-0.4276257	0.0749843	-48.243	7.780	-935.576	0.3251255	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55149	1	OK	0.8947371	0.1058398	-0.4273541	0.0749131	-48.233	7.777	-935.563	0.3416643	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55152	1	OK	0.8949595	0.1057400	-0.4269172	0.0748885	-48.231	7.779	-935.649	0.3424484	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55155	1	OK	0.8945567	0.1059584	-0.4277100	0.0748684	-48.245	7.773	-935.596	0.3456391	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55158	1	OK	0.8948445	0.1059733	-0.4271237	0.0747552	-48.230	7.772	-935.593	0.3340885	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55161	1	OK	0.8946701	0.1057851	-0.4275002	0.0749566	-48.230	7.774	-935.557	0.3536558	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55164	1	OK	0.8949206	0.1056973	-0.4270127	0.0748693	-48.223	7.774	-935.614	0.3499741	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55167	1	OK	0.8945984	0.1058836	-0.4276258	0.0749567	-48.237	7.782	-935.592	0.3268062	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55170	1	OK	0.8945873	0.1060345	-0.4276401	0.0747939	-48.234	7.770	-935.601	0.3373131	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55173	1	OK	0.8950054	0.1058339	-0.4268132	0.0748002	-48.222	7.770	-935.660	0.3362113	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55176	1	OK	0.8945926	0.1057783	-0.4276574	0.0749948	-48.239	7.783	-935.607	0.3288142	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55179	1	OK	0.8949505	0.1058083	-0.4269343	0.0748018	-48.222	7.776	-935.612	0.3550113	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55182	1	OK	0.8945913	0.1058633	-0.4276505	0.0749290	-48.239	7.779	-935.619	0.3337360	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55185	1	OK	0.8947915	0.1056411	-0.4272725	0.0750088	-48.220	7.787	-935.607	0.3438441	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55188	1	OK	0.8947701	0.1058302	-0.4272911	0.0748918	-48.219	7.781	-935.596	0.3447002	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55191	1	OK	0.8948627	0.1059542	-0.4270887	0.0747638	-48.225	7.778	-935.653	0.3268911	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55194	1	OK	0.8950028	0.1056393	-0.4268359	0.0749765	-48.221	7.788	-935.650	0.3504311	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55197	1	OK	0.8947420	0.1056776	-0.4273737	0.0749710	-48.228	7.784	-935.646	0.3487209	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55200	1	OK	0.8949065	0.1059901	-0.4270028	0.0746795	-48.224	7.770	-935.653	0.3409637	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55203	1	OK	0.8945854	0.1058911	-0.4276606	0.0749028	-48.235	7.776	-935.608	0.3221755	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55206	1	OK	0.8946695	0.1058575	-0.4274988	0.0748692	-48.227	7.774	-935.597	0.3236190	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55209	1	OK	0.8946787	0.1060789	-0.4274464	0.0747451	-48.227	7.775	-935.634	0.3289216	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55212	1	OK	0.8947659	0.1062783	-0.4272363	0.0746192	-48.218	7.765	-935.608	0.3325812	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55215	1	OK	0.8947863	0.1059718	-0.4272481	0.0747427	-48.217	7.771	-935.606	0.3202699	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55218	1	OK	0.8946610	0.1054003	-0.4275739	0.0751865	-48.233	7.792	-935.612	0.3308138	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55221	1	OK	0.8948067	0.1060158	-0.4272026	0.0746964	-48.221	7.769	-935.636	0.3227099	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55224	1	OK	0.8948352	0.1058494	-0.4271564	0.0748546	-48.218	7.780	-935.630	0.3352321	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55227	1	OK	0.8947443	0.1058485	-0.4273434	0.0748758	-48.221	7.783	-935.620	0.3251340	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55230	1	OK	0.8944593	0.1055564	-0.4279508	0.0752228	-48.236	7.796	-935.581	0.3110749	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55233	1	OK	0.8949790	0.1059576	-0.4268600	0.0746740	-48.214	7.772	-935.650	0.3299148	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55236	1	OK	0.8948000	0.1062594	-0.4271806	0.0745570	-48.213	7.763	-935.624	0.3178185	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55239	1	OK	0.8947035	0.1058758	-0.4274256	0.0748554	-48.225	7.781	-935.643	0.3433054	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55242	1	OK	0.8946567	0.1057936	-0.4275252	0.0749625	-48.223	7.784	-935.594	0.3226950	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55245	1	OK	0.8946559	0.1054995	-0.4275722	0.0751178	-48.230	7.788	-935.620	0.3405722	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55248	1	OK	0.8948523	0.1056921	-0.4271440	0.0749441	-48.218	7.782	-935.631	0.3625272	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55251	1	OK	0.8944815	0.1058580	-0.4278782	0.0749472	-48.225	7.779	-935.555	0.3230529	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55254	1	OK	0.8945899	0.1059474	-0.4276486	0.0748381	-48.222	7.776	-935.554	0.3223442	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55257	1	OK	0.8947433	0.1062386	-0.4272992	0.0745870	-48.221	7.761	-935.593	0.3229958	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55260	1	OK	0.8949072	0.1059168	-0.4270053	0.0747609	-48.214	7.772	-935.614	0.3407618	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55263	1	OK	0.8947226	0.1059608	-0.4273795	0.0747700	-48.228	7.774	-935.605	0.3442281	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55266	1	OK	0.8945965	0.1061069	-0.4276091	0.0747593	-48.228	7.773	-935.577	0.3303587	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55269	1	OK	0.8945886	0.1057067	-0.4276829	0.0749976	-48.229	7.780	-935.559	0.3273684	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55272	1	OK	0.8947373	0.1059806	-0.4273461	0.0747571	-48.233	7.774	-935.611	0.3404379	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55275	1	OK	0.8948867	0.1060196	-0.4270370	0.0746802	-48.215	7.764	-935.601	0.3320354	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55278	1	OK	0.8946190	0.1058020	-0.4276000	0.0749732	-48.228	7.783	-935.573	0.3195473	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55281	1	OK	0.8945958	0.1057420	-0.4276509	0.0750441	-48.233	7.788	-935.567	0.3261133	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55284	1	OK	0.8947382	0.1057011	-0.4273763	0.0749687	-48.233	7.787	-935.619	0.3305518	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55287	1	OK	0.8947772	0.1055790	-0.4273206	0.0749930	-48.227	7.783	-935.564	0.3443976	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55290	1	OK	0.8948333	0.1055390	-0.4272063	0.0750306	-48.230	7.786	-935.596	0.3532888	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55293	1	OK	0.8945822	0.1059527	-0.4276554	0.0748839	-48.235	7.778	-935.578	0.3189247	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55296	1	OK	0.8948984	0.1057774	-0.4270378	0.0748781	-48.221	7.778	-935.648	0.3338767	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55299	1	OK	0.8948023	0.1058926	-0.4272222	0.0748116	-48.225	7.774	-935.623	0.3331797	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55302	1	OK	0.8948441	0.1058939	-0.4271341	0.0748128	-48.218	7.771	-935.613	0.3206063	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55305	1	OK	0.8946981	0.1060361	-0.4274234	0.0747053	-48.231	7.766	-935.602	0.3255696	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55308	1	OK	0.8947548	0.1055048	-0.4273646	0.0751135	-48.227	7.789	-935.587	0.3380106	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55311	1	OK	0.8948010	0.1051486	-0.4273238	0.0752951	-48.226	7.798	-935.608	0.3443288	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55314	1	OK	0.8944576	0.1061098	-0.4279027	0.0747361	-48.240	7.766	-935.547	0.3152871	0
1	Port 1: CAMP trus_head_4m2  s/n:38C3D800	55317	1	OK	0.8947263	0.1057502	-0.4273978	0.0749198	-48.220	7.776	-935.570	0.3367625	0
