Tools	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226552	1	OK	0.5155259	-0.3686246	0.7685868	-0.0873114	101.549	164.356	-447.375	0.1883586	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226560	1	OK	0.5156085	-0.3684595	0.7685842	-0.0875425	101.611	164.340	-447.412	0.1799722	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226568	1	OK	0.5159648	-0.3675067	0.7688602	-0.0870237	101.742	164.341	-447.351	0.1738679	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226576	1	OK	0.5155893	-0.3687680	0.7683992	-0.0879803	101.662	164.245	-447.362	0.1591816	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226584	1	OK	0.5156366	-0.3678380	0.7689357	-0.0869022	101.576	164.302	-447.293	0.1571644	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226592	1	OK	0.5154982	-0.3681901	0.7687922	-0.0874996	101.621	164.257	-447.407	0.1623499	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226600	1	OK	0.5154371	-0.3692304	0.7682905	-0.0878813	101.570	164.301	-447.357	0.1511180	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226608	1	OK	0.5153961	-0.3684237	0.7687368	-0.0876048	101.582	164.186	-447.313	0.1435079	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226616	1	OK	0.5151679	-0.3674455	0.7694680	-0.0866299	101.431	164.182	-447.254	0.1407124	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226624	1	OK	0.5152048	-0.3665102	0.7699293	-0.0862737	101.453	164.105	-447.221	0.1349900	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226632	1	OK	0.5149576	-0.3672056	0.7696815	-0.0870011	101.422	164.039	-447.309	0.1317065	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226640	1	OK	0.5148396	-0.3674729	0.7696124	-0.0871819	101.413	163.935	-447.244	0.1335973	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226648	1	OK	0.5147007	-0.3679715	0.7694952	-0.0869330	101.286	164.104	-447.275	0.1414210	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226656	1	OK	0.5147908	-0.3672384	0.7698426	-0.0864216	101.295	164.105	-447.242	0.1443361	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226664	1	OK	0.5144849	-0.3677986	0.7697222	-0.0869323	101.252	163.977	-447.236	0.1264884	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226672	1	OK	0.5146319	-0.3674438	0.7698409	-0.0865102	101.257	164.027	-447.166	0.1332922	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226680	1	OK	0.5146101	-0.3664791	0.7703798	-0.0859328	101.252	164.048	-447.267	0.1472934	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226688	1	OK	0.5147966	-0.3662483	0.7703821	-0.0857790	101.295	164.089	-447.215	0.1476769	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226696	1	OK	0.5150526	-0.3671869	0.7696980	-0.0863685	101.368	164.189	-447.223	0.1479418	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226704	1	OK	0.5150642	-0.3678185	0.7693652	-0.0865772	101.344	164.305	-447.259	0.1526858	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226712	1	OK	0.5151119	-0.3673797	0.7695463	-0.0865470	101.405	164.235	-447.282	0.1561814	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226720	1	OK	0.5149093	-0.3673603	0.7697059	-0.0864160	101.302	164.255	-447.379	0.1516643	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226728	1	OK	0.5150681	-0.3679528	0.7692194	-0.0872758	101.438	164.138	-447.355	0.1559448	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226736	1	OK	0.5150874	-0.3688775	0.7687076	-0.0877670	101.438	164.206	-447.345	0.1690634	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226744	1	OK	0.5152589	-0.3692029	0.7683756	-0.0882972	101.539	164.241	-447.411	0.1879067	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226752	1	OK	0.5149903	-0.3702135	0.7679911	-0.0889755	101.459	164.176	-447.411	0.1669232	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226760	1	OK	0.5148948	-0.3708564	0.7676872	-0.0894725	101.429	164.073	-447.226	0.1580074	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226768	1	OK	0.5147543	-0.3711377	0.7676414	-0.0895069	101.360	164.098	-447.290	0.1678904	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226776	1	OK	0.5147092	-0.3709534	0.7677736	-0.0893960	101.370	164.047	-447.252	0.1650969	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226784	1	OK	0.5146315	-0.3699786	0.7684050	-0.0884530	101.282	164.065	-447.241	0.1608808	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226792	1	OK	0.5145032	-0.3698014	0.7686382	-0.0879135	101.180	164.102	-447.172	0.1529048	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226800	1	OK	0.5145593	-0.3699684	0.7685088	-0.0880134	101.188	164.114	-447.106	0.1632534	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226808	1	OK	0.5145907	-0.3693037	0.7688612	-0.0875419	101.154	164.159	-447.158	0.1598569	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226816	1	OK	0.5145258	-0.3688073	0.7691653	-0.0873447	101.141	164.087	-447.138	0.1610415	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226824	1	OK	0.5143390	-0.3686334	0.7694203	-0.0869323	101.049	164.070	-447.040	0.1474711	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226832	1	OK	0.5146622	-0.3674396	0.7698834	-0.0859687	101.109	164.212	-447.140	0.1615749	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226840	1	OK	0.5149225	-0.3669878	0.7699539	-0.0857075	101.204	164.298	-447.275	0.1707184	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226848	1	OK	0.5149923	-0.3680629	0.7692829	-0.0866970	101.307	164.261	-447.297	0.1627019	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226856	1	OK	0.5151785	-0.3678705	0.7692922	-0.0863244	101.318	164.393	-447.391	0.1625782	0
1	Port 11: NDI-MF2 610016  s/n:385D600A Channel:0	226864	1	OK	0.5151822	-0.3677989	0.7693161	-0.0863950	101.335	164.356	-447.477	0.1620440	0
