Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480032	1	OK	0.3534575	-0.6100788	-0.3533160	-0.6148492	23.989	24.924	-468.381	1.5877904	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480040	1	OK	0.3533712	-0.6098469	-0.3532489	-0.6151673	24.078	24.971	-468.451	1.5884192	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480048	1	OK	0.3537518	-0.6098355	-0.3532721	-0.6149465	23.977	25.050	-468.504	1.5906626	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480056	1	OK	0.3541269	-0.6096243	-0.3534690	-0.6148268	24.081	25.125	-468.487	1.5985135	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480064	1	OK	0.3538455	-0.6098230	-0.3538213	-0.6145890	24.111	24.969	-468.415	1.6086594	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480072	1	OK	0.3537269	-0.6098270	-0.3535989	-0.6147813	24.087	24.991	-468.412	1.5968869	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480080	1	OK	0.3536939	-0.6097122	-0.3531648	-0.6151636	24.104	25.107	-468.376	1.5826049	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480088	1	OK	0.3537007	-0.6097072	-0.3533252	-0.6150726	24.077	25.075	-468.282	1.5812145	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480096	1	OK	0.3538310	-0.6101723	-0.3529971	-0.6147246	23.795	25.064	-468.351	1.5839590	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480104	1	OK	0.3538776	-0.6101225	-0.3527017	-0.6149168	23.927	25.133	-468.315	1.5849547	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480112	1	OK	0.3537685	-0.6100474	-0.3520862	-0.6154066	23.875	25.262	-468.331	1.5745945	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480120	1	OK	0.3534022	-0.6102962	-0.3518046	-0.6155315	23.921	25.214	-468.258	1.5623333	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480128	1	OK	0.3533067	-0.6101169	-0.3513903	-0.6160004	23.893	25.304	-468.314	1.5443957	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480136	1	OK	0.3533826	-0.6105163	-0.3517996	-0.6153272	23.771	25.167	-468.209	1.5524557	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480144	1	OK	0.3535495	-0.6104811	-0.3513818	-0.6155051	23.729	25.300	-468.187	1.5497904	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480152	1	OK	0.3533926	-0.6104127	-0.3512306	-0.6157493	23.805	25.289	-468.200	1.5490264	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480160	1	OK	0.3529505	-0.6106743	-0.3515504	-0.6155609	23.755	25.089	-468.283	1.5570844	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480168	1	OK	0.3534757	-0.6106152	-0.3519669	-0.6150800	23.661	25.125	-468.288	1.5693775	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480176	1	OK	0.3538801	-0.6099323	-0.3523848	-0.6152856	23.801	25.217	-468.307	1.5775079	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480184	1	OK	0.3539850	-0.6100748	-0.3523656	-0.6150951	23.703	25.239	-468.350	1.5685292	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480192	1	OK	0.3539385	-0.6104754	-0.3526434	-0.6145648	23.676	25.130	-468.367	1.5733359	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480200	1	OK	0.3543281	-0.6103315	-0.3531175	-0.6142110	23.660	25.084	-468.385	1.5919366	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	480208	1	OK	0.3540985	-0.6105745	-0.3535520	-0.6138518	23.613	24.934	-468.321	1.6019272	0
