Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479208	1	OK	0.0078323	0.7231640	-0.0543555	0.6884896	169.839	-138.684	-252.126	0.4344508	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479216	1	OK	0.0077595	0.7231766	-0.0543500	0.6884776	169.837	-138.672	-252.117	0.4345850	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479224	1	OK	0.0078741	0.7230819	-0.0543803	0.6885734	169.863	-138.680	-252.118	0.4343713	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479232	1	OK	0.0079493	0.7229813	-0.0543942	0.6886771	169.886	-138.681	-252.125	0.4339657	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479240	1	OK	0.0080688	0.7229347	-0.0545788	0.6887100	169.893	-138.667	-252.124	0.4364286	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479248	1	OK	0.0081439	0.7228558	-0.0546802	0.6887839	169.915	-138.662	-252.130	0.4367113	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479256	1	OK	0.0081991	0.7227762	-0.0546359	0.6888702	169.937	-138.670	-252.123	0.4346481	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479264	1	OK	0.0081721	0.7227836	-0.0546215	0.6888640	169.929	-138.675	-252.107	0.4343182	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479272	1	OK	0.0082059	0.7228089	-0.0546222	0.6888370	169.916	-138.683	-252.105	0.4339409	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479280	1	OK	0.0081914	0.7228664	-0.0546695	0.6887730	169.907	-138.676	-252.100	0.4334203	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479288	1	OK	0.0082002	0.7228499	-0.0546863	0.6887890	169.908	-138.676	-252.102	0.4329272	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	479296	1	OK	0.0081314	0.7228184	-0.0546299	0.6888273	169.928	-138.679	-252.113	0.4322262	0
