Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	593960	1	OK	0.2391757	-0.6779442	-0.2302993	-0.6558573	52.790	189.094	-256.120	0.1173176	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	593968	1	OK	0.2392218	-0.6779714	-0.2303984	-0.6557777	52.785	189.088	-256.126	0.1161202	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	593976	1	OK	0.2391492	-0.6780136	-0.2302708	-0.6558053	52.782	189.079	-256.112	0.1139685	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	593984	1	OK	0.2390432	-0.6780401	-0.2300986	-0.6558770	52.780	189.081	-256.101	0.1138827	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	593992	1	OK	0.2390635	-0.6780597	-0.2300847	-0.6558541	52.778	189.082	-256.107	0.1141449	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	594000	1	OK	0.2390737	-0.6781112	-0.2300776	-0.6557997	52.765	189.085	-256.120	0.1140933	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	594008	1	OK	0.2391556	-0.6780630	-0.2302270	-0.6557672	52.769	189.087	-256.125	0.1151410	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	594016	1	OK	0.2390965	-0.6780938	-0.2301607	-0.6557803	52.768	189.081	-256.122	0.1137516	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	594024	1	OK	0.2391360	-0.6780206	-0.2302629	-0.6558057	52.779	189.078	-256.116	0.1139794	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	594032	1	OK	0.2391809	-0.6780231	-0.2303251	-0.6557649	52.781	189.076	-256.114	0.1142761	0
