Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241736	1	OK	0.0067373	-0.9222364	-0.0614189	-0.3816575	-192.182	27.461	-163.893	0.0379703	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241744	1	OK	0.0067466	-0.9222223	-0.0614217	-0.3816909	-192.181	27.460	-163.901	0.0393168	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241752	1	OK	0.0067691	-0.9222326	-0.0614527	-0.3816607	-192.179	27.456	-163.896	0.0390981	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241760	1	OK	0.0069313	-0.9222489	-0.0615087	-0.3816092	-192.177	27.458	-163.890	0.0391835	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241768	1	OK	0.0068409	-0.9222699	-0.0614916	-0.3815627	-192.181	27.455	-163.881	0.0384860	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241776	1	OK	0.0067134	-0.9222094	-0.0615051	-0.3817091	-192.170	27.449	-163.884	0.0384682	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241784	1	OK	0.0067178	-0.9221973	-0.0615142	-0.3817367	-192.167	27.448	-163.883	0.0385777	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241792	1	OK	0.0068266	-0.9222326	-0.0615864	-0.3816380	-192.175	27.444	-163.879	0.0386427	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241800	1	OK	0.0068847	-0.9222548	-0.0615825	-0.3815840	-192.174	27.448	-163.873	0.0377716	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241808	1	OK	0.0068246	-0.9222786	-0.0615466	-0.3815333	-192.178	27.448	-163.864	0.0367730	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241816	1	OK	0.0068937	-0.9222762	-0.0615632	-0.3815351	-192.177	27.450	-163.867	0.0370727	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241824	1	OK	0.0068488	-0.9222820	-0.0615779	-0.3815196	-192.178	27.449	-163.868	0.0364408	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241832	1	OK	0.0066445	-0.9222408	-0.0615372	-0.3816292	-192.175	27.444	-163.871	0.0368264	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241840	1	OK	0.0064811	-0.9222338	-0.0614998	-0.3816550	-192.181	27.439	-163.874	0.0371517	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241848	1	OK	0.0065138	-0.9222066	-0.0615271	-0.3817157	-192.175	27.437	-163.873	0.0377170	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241856	1	OK	0.0066197	-0.9222449	-0.0615476	-0.3816182	-192.181	27.434	-163.872	0.0376059	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241864	1	OK	0.0067020	-0.9222630	-0.0615750	-0.3815685	-192.181	27.435	-163.868	0.0378849	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	241872	1	OK	0.0067130	-0.9222548	-0.0615430	-0.3815933	-192.176	27.442	-163.869	0.0384546	0
