Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497824	1	OK	0.2627086	-0.6703999	-0.2248214	-0.6565086	9.210	282.537	-391.379	0.4470614	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497832	1	OK	0.2618499	-0.6703295	-0.2238916	-0.6572408	9.243	282.580	-391.363	0.4630406	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497840	1	OK	0.2608933	-0.6706127	-0.2226560	-0.6577520	9.189	282.511	-391.308	0.4526365	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497848	1	OK	0.2605717	-0.6703870	-0.2223202	-0.6582229	9.237	282.570	-391.305	0.4615188	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497856	1	OK	0.2605694	-0.6703117	-0.2223932	-0.6582758	9.262	282.513	-391.270	0.4677648	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497864	1	OK	0.2606266	-0.6704357	-0.2228152	-0.6579842	9.275	282.472	-391.314	0.4633597	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497872	1	OK	0.2604094	-0.6703007	-0.2227648	-0.6582247	9.327	282.466	-391.300	0.4682105	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497880	1	OK	0.2610448	-0.6701760	-0.2236394	-0.6578033	9.333	282.450	-391.328	0.4617439	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497888	1	OK	0.2608054	-0.6698205	-0.2234283	-0.6583318	9.397	282.487	-391.298	0.4729199	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497896	1	OK	0.2610748	-0.6698418	-0.2237189	-0.6581047	9.367	282.457	-391.265	0.4672589	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497904	1	OK	0.2619429	-0.6697530	-0.2242284	-0.6576766	9.331	282.539	-391.253	0.4551155	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497912	1	OK	0.2622603	-0.6696160	-0.2249039	-0.6574589	9.360	282.448	-391.219	0.4601769	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497920	1	OK	0.2630457	-0.6692801	-0.2259738	-0.6571201	9.473	282.502	-391.350	0.4549427	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497928	1	OK	0.2633066	-0.6695012	-0.2266478	-0.6565582	9.388	282.393	-391.325	0.4608863	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497936	1	OK	0.2626691	-0.6694426	-0.2263113	-0.6569891	9.405	282.336	-391.294	0.4639016	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497944	1	OK	0.2629183	-0.6697226	-0.2261724	-0.6566519	9.284	282.328	-391.256	0.4517902	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497952	1	OK	0.2633511	-0.6697325	-0.2262502	-0.6564415	9.225	282.378	-391.221	0.4569201	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497960	1	OK	0.2626719	-0.6698018	-0.2251625	-0.6570167	9.233	282.378	-391.131	0.4661035	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497968	1	OK	0.2630365	-0.6700384	-0.2255079	-0.6565109	9.168	282.358	-391.118	0.4556997	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497976	1	OK	0.2623052	-0.6700134	-0.2249999	-0.6570031	9.231	282.289	-391.091	0.4596533	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497984	1	OK	0.2622322	-0.6703655	-0.2250669	-0.6566500	9.138	282.275	-391.158	0.4630800	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	497992	1	OK	0.2619310	-0.6705307	-0.2242367	-0.6568856	9.084	282.291	-391.107	0.4515434	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498000	1	OK	0.2615660	-0.6703311	-0.2237168	-0.6574118	9.104	282.334	-390.996	0.4701937	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498008	1	OK	0.2613221	-0.6700464	-0.2235510	-0.6578552	9.194	282.350	-391.004	0.4718905	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498016	1	OK	0.2619456	-0.6702024	-0.2233466	-0.6575177	9.102	282.498	-391.034	0.4659835	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498024	1	OK	0.2619126	-0.6700227	-0.2231792	-0.6577708	9.129	282.493	-390.960	0.4705558	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498032	1	OK	0.2615669	-0.6699988	-0.2229717	-0.6580030	9.172	282.428	-390.903	0.4704877	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498040	1	OK	0.2613838	-0.6697100	-0.2231091	-0.6583232	9.256	282.408	-390.916	0.4746616	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498048	1	OK	0.2604287	-0.6697090	-0.2226163	-0.6588692	9.339	282.342	-390.982	0.4891880	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498056	1	OK	0.2604430	-0.6700377	-0.2224307	-0.6585921	9.239	282.405	-391.083	0.4886331	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498064	1	OK	0.2606620	-0.6696067	-0.2226430	-0.6588720	9.347	282.418	-390.997	0.4860556	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498072	1	OK	0.2609181	-0.6696701	-0.2235223	-0.6584083	9.326	282.356	-391.053	0.4932156	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498080	1	OK	0.2612036	-0.6698306	-0.2242072	-0.6578988	9.269	282.223	-391.039	0.4945786	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498088	1	OK	0.2611733	-0.6700005	-0.2238851	-0.6578475	9.226	282.224	-391.009	0.4878727	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498096	1	OK	0.2608589	-0.6701105	-0.2239612	-0.6578342	9.243	282.141	-391.011	0.4914263	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498104	1	OK	0.2610855	-0.6699996	-0.2241215	-0.6578028	9.243	282.194	-391.062	0.4942297	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498112	1	OK	0.2612776	-0.6699891	-0.2238197	-0.6578400	9.234	282.264	-391.068	0.4888361	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498120	1	OK	0.2616639	-0.6700591	-0.2242307	-0.6574750	9.204	282.298	-391.120	0.4854647	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498128	1	OK	0.2623131	-0.6701809	-0.2248485	-0.6568809	9.166	282.346	-391.169	0.4799308	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498136	1	OK	0.2620436	-0.6699621	-0.2245368	-0.6573181	9.195	282.334	-391.068	0.4864114	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	498144	1	OK	0.2616639	-0.6700843	-0.2241534	-0.6574756	9.195	282.294	-391.065	0.4927594	0
