Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42832	1	OK	0.4404465	-0.5538215	-0.4401590	-0.5527645	-137.692	16.695	-253.971	0.1213919	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42840	1	OK	0.4404763	-0.5538554	-0.4401378	-0.5527238	-137.701	16.695	-253.968	0.1200414	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42848	1	OK	0.4404469	-0.5538735	-0.4401449	-0.5527233	-137.697	16.689	-253.962	0.1200751	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42856	1	OK	0.4404698	-0.5538806	-0.4401050	-0.5527298	-137.699	16.692	-253.954	0.1196756	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42864	1	OK	0.4404640	-0.5538751	-0.4401091	-0.5527367	-137.700	16.692	-253.953	0.1202380	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42872	1	OK	0.4405210	-0.5538548	-0.4401496	-0.5526793	-137.698	16.697	-253.948	0.1203029	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42880	1	OK	0.4405292	-0.5538472	-0.4401912	-0.5526473	-137.701	16.694	-253.953	0.1200377	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42888	1	OK	0.4404950	-0.5538190	-0.4402511	-0.5526551	-137.701	16.689	-253.963	0.1216446	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42896	1	OK	0.4405306	-0.5537741	-0.4402484	-0.5526739	-137.695	16.699	-253.961	0.1224575	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42904	1	OK	0.4405164	-0.5537904	-0.4401863	-0.5527183	-137.697	16.701	-253.957	0.1216690	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42912	1	OK	0.4405069	-0.5537983	-0.4401752	-0.5527268	-137.694	16.702	-253.958	0.1219090	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42920	1	OK	0.4405090	-0.5537744	-0.4401754	-0.5527489	-137.695	16.706	-253.963	0.1232335	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42928	1	OK	0.4405016	-0.5537582	-0.4401461	-0.5527943	-137.692	16.712	-253.967	0.1232441	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42936	1	OK	0.4404765	-0.5537877	-0.4401254	-0.5528013	-137.698	16.710	-253.976	0.1241760	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42944	1	OK	0.4404734	-0.5537932	-0.4401271	-0.5527968	-137.696	16.709	-253.969	0.1240245	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42952	1	OK	0.4404571	-0.5537618	-0.4401445	-0.5528275	-137.689	16.708	-253.971	0.1250939	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42960	1	OK	0.4404622	-0.5537788	-0.4400755	-0.5528613	-137.691	16.713	-253.971	0.1248552	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42968	1	OK	0.4404997	-0.5537823	-0.4400776	-0.5528263	-137.694	16.716	-253.970	0.1235668	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42976	1	OK	0.4405492	-0.5538109	-0.4400756	-0.5527597	-137.707	16.714	-253.967	0.1220031	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42984	1	OK	0.4405896	-0.5538127	-0.4401028	-0.5527041	-137.712	16.715	-253.973	0.1226403	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	42992	1	OK	0.4405890	-0.5538194	-0.4401203	-0.5526840	-137.712	16.714	-253.967	0.1229627	0
