Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8240	1	OK	0.5712762	-0.4710358	0.0057339	0.6721130	-17.581	28.107	-187.052	0.0480997	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8240	1	OK	0.7309308	0.0910375	0.4677313	0.4885487	6.323	30.217	-179.410	0.0315994	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8248	1	OK	0.5712486	-0.4710630	0.0057250	0.6721175	-17.581	28.103	-187.054	0.0478949	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8248	1	OK	0.7309399	0.0910349	0.4677192	0.4885471	6.324	30.217	-179.414	0.0320439	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8256	1	OK	0.5712366	-0.4710627	0.0057027	0.6721281	-17.585	28.107	-187.059	0.0479110	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8256	1	OK	0.7309344	0.0910066	0.4677233	0.4885567	6.324	30.215	-179.413	0.0321576	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8264	1	OK	0.5712665	-0.4710375	0.0056806	0.6721206	-17.585	28.115	-187.061	0.0482299	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8264	1	OK	0.7309476	0.0909926	0.4677152	0.4885473	6.328	30.213	-179.421	0.0324865	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8272	1	OK	0.5712412	-0.4710643	0.0056835	0.6721232	-17.587	28.110	-187.063	0.0477138	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8272	1	OK	0.7309390	0.0910076	0.4677199	0.4885528	6.327	30.215	-179.417	0.0321890	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8280	1	OK	0.5712050	-0.4711043	0.0057025	0.6721258	-17.587	28.101	-187.065	0.0478319	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8280	1	OK	0.7309376	0.0909946	0.4677160	0.4885610	6.326	30.213	-179.419	0.0319491	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8288	1	OK	0.5712175	-0.4710980	0.0057270	0.6721194	-17.584	28.098	-187.061	0.0479794	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8288	1	OK	0.7309191	0.0909998	0.4677140	0.4885897	6.322	30.218	-179.418	0.0316870	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8296	1	OK	0.5712176	-0.4711033	0.0057395	0.6721155	-17.582	28.097	-187.062	0.0479259	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8296	1	OK	0.7309094	0.0910268	0.4677120	0.4886011	6.320	30.221	-179.417	0.0316172	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8304	1	OK	0.5712320	-0.4710858	0.0057668	0.6721153	-17.581	28.095	-187.065	0.0476655	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8304	1	OK	0.7309064	0.0910158	0.4677136	0.4886062	6.319	30.218	-179.418	0.0319116	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8312	1	OK	0.5712576	-0.4710655	0.0057738	0.6721077	-17.579	28.097	-187.063	0.0482439	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8312	1	OK	0.7309063	0.0909966	0.4676989	0.4886239	6.320	30.219	-179.421	0.0325882	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8320	1	OK	0.5712526	-0.4710679	0.0057739	0.6721103	-17.580	28.098	-187.067	0.0482194	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8320	1	OK	0.7309067	0.0910182	0.4677029	0.4886155	6.319	30.220	-179.426	0.0324385	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8328	1	OK	0.5712795	-0.4710474	0.0057971	0.6721015	-17.578	28.096	-187.063	0.0482922	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8328	1	OK	0.7308835	0.0910409	0.4677233	0.4886264	6.318	30.223	-179.422	0.0321469	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8336	1	OK	0.5712921	-0.4710476	0.0058279	0.6720904	-17.574	28.090	-187.059	0.0486702	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8336	1	OK	0.7308900	0.0910449	0.4676956	0.4886425	6.320	30.227	-179.423	0.0326876	0
2	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	8344	1	OK	0.5712750	-0.4710745	0.0058307	0.6720861	-17.572	28.084	-187.052	0.0484136	0	Port 11: NDI-MF2 610066   T6d0-S00112  s/n:37B31800 Channel:0	8344	1	OK	0.7308959	0.0910463	0.4676786	0.4886496	6.322	30.227	-179.423	0.0329934	0
