Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264336	1	OK	0.0919670	-0.9017769	-0.2399092	-0.3475399	9.274	268.297	-166.879	0.1289537	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264344	1	OK	0.0919745	-0.9017517	-0.2400036	-0.3475382	9.267	268.293	-166.877	0.1276859	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264352	1	OK	0.0919565	-0.9017482	-0.2400297	-0.3475342	9.263	268.289	-166.882	0.1281351	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264360	1	OK	0.0919533	-0.9017404	-0.2400040	-0.3475730	9.270	268.300	-166.887	0.1285044	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264368	1	OK	0.0919408	-0.9017475	-0.2399991	-0.3475612	9.272	268.293	-166.884	0.1295570	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264376	1	OK	0.0918929	-0.9017532	-0.2400066	-0.3475539	9.276	268.290	-166.897	0.1287783	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264384	1	OK	0.0919461	-0.9017494	-0.2399732	-0.3475728	9.281	268.296	-166.892	0.1300371	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264392	1	OK	0.0919486	-0.9017571	-0.2399475	-0.3475699	9.279	268.300	-166.900	0.1302665	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264400	1	OK	0.0919714	-0.9017557	-0.2399310	-0.3475788	9.283	268.302	-166.896	0.1289809	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264408	1	OK	0.0919714	-0.9017520	-0.2399264	-0.3475916	9.277	268.302	-166.896	0.1288019	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264416	1	OK	0.0919445	-0.9017562	-0.2399034	-0.3476038	9.283	268.305	-166.896	0.1292139	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264424	1	OK	0.0919141	-0.9017746	-0.2398641	-0.3475910	9.278	268.301	-166.899	0.1302296	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	264432	1	OK	0.0919306	-0.9017550	-0.2399048	-0.3476095	9.281	268.298	-166.889	0.1288892	0
