Tools	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	Frame	Face	State	Q0	Qx	Qy	Qz	Tx	Ty	Tz	Error	Markers
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507584	1	OK	0.1168803	-0.7019283	-0.0598834	-0.7000354	25.034	-282.170	-253.536	0.4935112	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507592	1	OK	0.1170116	-0.7019254	-0.0598486	-0.7000194	25.028	-282.153	-253.542	0.4953043	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507600	1	OK	0.1172223	-0.7017982	-0.0599076	-0.7001067	25.055	-282.132	-253.554	0.4989101	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507608	1	OK	0.1173110	-0.7017275	-0.0600261	-0.7001525	25.063	-282.135	-253.545	0.4986323	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507616	1	OK	0.1172345	-0.7017569	-0.0598691	-0.7001493	25.063	-282.113	-253.535	0.4972894	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507624	1	OK	0.1172084	-0.7017771	-0.0597788	-0.7001411	25.067	-282.113	-253.540	0.4988757	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507632	1	OK	0.1172816	-0.7017464	-0.0598805	-0.7001509	25.070	-282.112	-253.536	0.5017583	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507640	1	OK	0.1172868	-0.7017516	-0.0600028	-0.7001344	25.064	-282.141	-253.548	0.5014318	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507648	1	OK	0.1170832	-0.7017947	-0.0599425	-0.7001304	25.059	-282.145	-253.537	0.5002697	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507656	1	OK	0.1170562	-0.7017858	-0.0599255	-0.7001454	25.062	-282.154	-253.525	0.4983582	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507664	1	OK	0.1171548	-0.7017527	-0.0600524	-0.7001511	25.065	-282.161	-253.527	0.5007125	0
1	Port 10: NDI-MF2 610066   T6d0-S00108  s/n:37B31800 Channel:0	507672	1	OK	0.1171055	-0.7017337	-0.0600428	-0.7001793	25.067	-282.174	-253.527	0.4986342	0
